nama,bintang,komentar,Waktu,Place name
Samuel Hans Steven,5.0,,5 months,Bobopod Kebayoran Baru Jakarta
dee clara,3.0,,5 months,Bobopod Kebayoran Baru Jakarta
Fery Putra,5.0,"Tempat yang bagus untuk Beristirahat dengan lokasi yg cukup Strategis, Fasilitas dan layanan yang baik.",5 months,Bobopod Kebayoran Baru Jakarta
Arel Edythia,5.0,Punya tetangga berisik ngobrol mulu tapi gpp,5 months,Bobopod Kebayoran Baru Jakarta
Luna Griml Prietenosa,5.0,,5 months,Bobopod Kebayoran Baru Jakarta
Fitria Wulan Sari,5.0,,5 months,Bobopod Kebayoran Baru Jakarta
Lestari Setiana,5.0,,5 months,Bobopod Kebayoran Baru Jakarta
advendy saputra,5.0,"Lokasi strategis mudah dijangkau berjarak sekitar 500 m dari stasiun MRT Blok M BCA. Dekat dengan Blok M Plaza, pusat kuliner, Little tokyo, dll. Staff ramah, kamar mandi bersih, toilet bersih. Senyap. Tersedia sarapan.",5 months,Bobopod Kebayoran Baru Jakarta
Ken SA,4.0,,6 months,Bobopod Kebayoran Baru Jakarta
Caca Mala,3.0,,6 months,Bobopod Kebayoran Baru Jakarta
Muhammad Fadhil Ayyasy,5.0,"Semua hal baik tentang hotel ini!

Tidak ada yang sempurna. Saat saya tiba, AC sedang dalam perbaikan dan …",6 months,Bobopod Kebayoran Baru Jakarta
Fadhllurahman Syukri,5.0,,6 months,Bobopod Kebayoran Baru Jakarta
Adi prvmono,5.0,membatasi,6 months,Bobopod Kebayoran Baru Jakarta
Tas Roni,5.0,,6 months,Bobopod Kebayoran Baru Jakarta
Rifka Ayu,5.0,,6 months,Bobopod Kebayoran Baru Jakarta
Mohamad Heri,5.0,,6 months,Bobopod Kebayoran Baru Jakarta
Putra Dwi,5.0,Selalu menginap di sini saat dalam perjalanan bisnis ke Jakarta. Alasan utamanya adalah karena Anda hanya membutuhkan waktu 5 menit berjalan kaki ke stasiun MRT.,6 months,Bobopod Kebayoran Baru Jakarta
인도네시아 친구Indonesia Chingu,1.0,"Tolong berikan karyawan keterampilan komunikasi yang baik. Jelaskan hal sederhana yang rumit dari utara ke selatan. Yang jelas pantrynya ada di dalam kamar, bahkan katanya punya koridor sendiri. Kamar mandinya hanya memiliki satu shower untuk kapasitas puluhan kabin. Bagaimana orang ingin mandi?",6 months,Bobopod Kebayoran Baru Jakarta
Adda Tara,2.0,"Terlalu rumit. Check in harus download aplikasi, langsung lokasi pantry, ribet minta maaf. Kamar mandi waktu mandi cuma 1 untuk puluhan kotak?",6 months,Bobopod Kebayoran Baru Jakarta
Sintia Tia,5.0,"Lokasi strategis dkt untuk cari mkn ke busway dll, pelayanan baik, kamar cukup bersih dan rapih..",7 months,Bobopod Kebayoran Baru Jakarta
herina Yunita,4.0,"Yang paling stabil...
Lokasinya sangat strategis..
Kalau mau berbisnis kecil-kecilan bermodal google map, banyak sekali tempatnya...",7 months,Bobopod Kebayoran Baru Jakarta
M Reza,3.0,,7 months,Bobopod Kebayoran Baru Jakarta
Ardi Ansyah,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
De No,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
Rezandi Perdana,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
Recruitment,5.0,"Lokasi sangat strategis, tempat nyaman & bersih, karyawan nya juga ramah.
Lokasi dekat dengan MRT blok m bca, minimarket & restaurant, transportasi umum, juga macam-macam bank & atm. …",7 months,Bobopod Kebayoran Baru Jakarta
Aziz KURNIAWAN,5.0,"Kamar selalu bersih, kamar mandi sharing tapi bersih juga, nyaman banget disini udah berapa kali aja kesini hehe. Untuk pelayanan staffnya baik cuma sayang kadang untuk parkiran kadang ada kadang ga ada, jadi harus balik lagi buat manggil",7 months,Bobopod Kebayoran Baru Jakarta
Fazlur Fazlur,1.0,"Pakaian kotor punya saya, pakaian bersih, dan peralatan tanpa konfirmasi dimasukin semua ke dalam koper. Bad move, bad service. Kecewa.",7 months,Bobopod Kebayoran Baru Jakarta
BRo iVet,4.0,,7 months,Bobopod Kebayoran Baru Jakarta
novia ardana,1.0,buruk sekali,7 months,Bobopod Kebayoran Baru Jakarta
Muhammad Hikam Adiguna,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
tari rahmani,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
Iwan Arisantosa,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
Aldwin Nouvalrifqi,5.0,"+ Kamar bersih seperti Bobobox pada umumnya.
+ Pelayanan oke, ada tempat parkir dibawah basement bank Danamon (milik Bobobox), satpam juga siap 24 jam membantu buka tutup kapan saja. …",7 months,Bobopod Kebayoran Baru Jakarta
Muhammad Alghifari,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
Osman Nur Chaidir,5.0,"Hotel budget yang oke, baik dari segi pelayanannya maupun fisiknya.

Kamarnya bersih, adem, dan cocok jika hanya bertujuan untuk tidur saja. Namun, …",7 months,Bobopod Kebayoran Baru Jakarta
Robin Lidan,5.0,"Kamar bersih dan keseluruhan areal umum, AC dingin di dalam dan luar kamar. Direkomendasikan bagi mereka yang membutuhkan penginapan sederhana di sekitar area tersebut.",7 months,Bobopod Kebayoran Baru Jakarta
reyna andrea,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
R M,5.0,,7 months,Bobopod Kebayoran Baru Jakarta
Andari Pujihapsari,4.0,"Podsnya nyaman, sama seperti pods Bobobox lainnya. Mau cari makan lumayan deket sih ke daerah blok M. Communal spacenya ada di lantai 2, beserta pantrynya. Refill air minumnya agak keruh, kaya udah berlumut gitu airnya, mungkin bisa di cek …",8 months,Bobopod Kebayoran Baru Jakarta
nauroh shofiyah,5.0,,8 months,Bobopod Kebayoran Baru Jakarta
Fery Ir,5.0,Deket tempat makan..parkiran sempit,8 months,Bobopod Kebayoran Baru Jakarta
Laifba Noviana,5.0,,8 months,Bobopod Kebayoran Baru Jakarta
Ryan Mukti,5.0,Kamar yang kelihatan bersih tetapi kontak room service sdikit susah,8 months,Bobopod Kebayoran Baru Jakarta
Dimas Anugrah,5.0,,8 months,Bobopod Kebayoran Baru Jakarta
putu dewi purnama sari,5.0,"Pilih tempat ini sebagai tempat menginap singkat kami di Jakarta bulan lalu dan itu sepadan dengan setiap sen yang Anda keluarkan! Kami sebenarnya tidak ingin mengharapkan apa pun karena kami tahu harganya sangat murah. Ternyata sangat bagus. Tempatnya bersih dan nyaman,…",8 months,Bobopod Kebayoran Baru Jakarta
Axel David Stevanus Tato,5.0,,8 months,Bobopod Kebayoran Baru Jakarta
Wiharto,5.0,,8 months,Bobopod Kebayoran Baru Jakarta
satria nur ramadhana,5.0,,8 months,Bobopod Kebayoran Baru Jakarta
Yolanda Putri,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Sandy putra pratama,5.0,"Tempat yang nyaman untuk beristirahat, lingkungan yang tenang dan pelayanan para staf yang baik dan ramah",9 months,Bobopod Kebayoran Baru Jakarta
Joshua Eka,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Iwan Setiawan,3.0,,9 months,Bobopod Kebayoran Baru Jakarta
Mulia Idznillah,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Ai,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Abdul Wahid,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Tamie Maureta,5.0,"Best place to stay. Akses gampang, tempat main deket👍🏼 …",9 months,Bobopod Kebayoran Baru Jakarta
Wahyu Bagus,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Dwi Novitasari,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Indra Sakti,5.0,,9 months,Bobopod Kebayoran Baru Jakarta
Subardi Gendong,5.0,,10 months,Bobopod Kebayoran Baru Jakarta
Nur Chalilah,5.0,,10 months,Bobopod Kebayoran Baru Jakarta
Renditya Pr,5.0,"Nyaman, murah, bersih. Dekat dengan sate sambas dan sopo ngiro makanan jepang..",10 months,Bobopod Kebayoran Baru Jakarta
Aditya Sutoro,5.0,,10 months,Bobopod Kebayoran Baru Jakarta
roti dinosaur,5.0,"jarak berjalan kaki ke blok m & mrt adalah 5 menit, sangat bersih + saya suka jam tenang (perlu mengunduh aplikasi terlebih dahulu), pengiriman makanan lebih cepat di sini, proses check-in cepat & suka staf yang membantu. pasti merekomendasikan 👍🏼👍🏼👍🏼👍🏼👍🏼…",10 months,Bobopod Kebayoran Baru Jakarta
M Patty Amal Madani,5.0,"Salah satu penginapan yang cukup murah yang sudah jelas standar dan kebersihannya karena merupakan hotel franchise. Lokasinya sangat strategis karena dekat ke tranportasi umum, tempat perbelanjaan dan tempat makan. Untuk fasilitas dan …",10 months,Bobopod Kebayoran Baru Jakarta
Jonathan Christian Chandra,5.0,"Tempat nyaman dan bersih, hanya saja kamar mandi sedikit",10 months,Bobopod Kebayoran Baru Jakarta
Alam Syah,5.0,"Semua bagus, tapi kalau naik motor untuk keluar malam agak ribet karena di basement. Tapi keamanan",10 months,Bobopod Kebayoran Baru Jakarta
esty wahyuningsih,5.0,,10 months,Bobopod Kebayoran Baru Jakarta
#Oebay Haristian,5.0,Nyaman untuk istirahat,10 months,Bobopod Kebayoran Baru Jakarta
Rikki Siadari,4.0,"- Lokasi staretgis dan mudah di cari. Tersedia parkiran mobil yang terbatas, untuk parkiran motor terdapat tempat khusus di bawah..
- 24 jam pelayanan yang sangat baik.. …",11 months,Bobopod Kebayoran Baru Jakarta
gustira pahlevi,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
Andri Kristianto,4.0,Saya coba call resepsionis jam 10an apakah bisa early check-in jam 12? Ternyata Gak bisa. Infonya lagi penuh. …,11 months,Bobopod Kebayoran Baru Jakarta
win wiinart,5.0,lokasi strategis dan mudah dijangkau. Pelayanan selalu ramah dan cepat. Yang paling penting di bobobox kebayoran paling bersih,11 months,Bobopod Kebayoran Baru Jakarta
Dennis Balkhopa,5.0,Saya sangat menyukai experience di Bobobox. Awalnya saya takut pengap karena memesan yg single ended up malah ngerasa nyaman-nyaman aja. Podsnya aman dan sngat privasi. Kamar mandi meski pun sharing juga terjaga kebersihannya. Smart lock dan fitur modern lainnya jg berfungsi dengan baik.,11 months,Bobopod Kebayoran Baru Jakarta
Yanto Sugiarto,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
Nigel Arlinton,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
Adytia Govino,5.0,"Cocok yang mau transit, harga yang sangat pass di kantong dan nyaman, bersih dan tidak ada ngangguan, kamar mandi nya juga bersih, wangi, dan cocok deh buat yang mau me time",11 months,Bobopod Kebayoran Baru Jakarta
Caecilia Rania,3.0,"tanggal 23juli kemarin pas saya inap, saya kepeleset di kamar mandi wanita. saya lupa bilang reception, tapi semoga bisa lebih diperhatikan. lantai di shower area licin banget dan ga ada pegangan. Pengalaman saya baik di sini sampai …",11 months,Bobopod Kebayoran Baru Jakarta
mario andhika,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
Joshua Adiguna,4.0,"Bobobox Kebayoran adalah hotel kapsul yang bagus dengan kamar bersih dan lokasi strategis dekat stasiun Blok M. Harga terjangkau, namun kedap suara perlu ditingkatkan. Sayangnya, air panas tidak tersedia selama saya menginap.",11 months,Bobopod Kebayoran Baru Jakarta
Adam Rizkytama Nugraha,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
William leonardi,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
Intan Gandhini,1.0,"Tengah malem ada yg coba masuk kamar! Gatau sistemnya gimana enak2 tidur ada orang tiba2 bisa scan pintu kamar dan kebuka! Ditelfon malah halo2 doang abisitu dimatiin, ditelfon lagi malah sibuk! Payah! Tandain nih.",11 months,Bobopod Kebayoran Baru Jakarta
Elfrida,5.0,"Lokasi dekat dengan MRT blok M. Tapi tidak banyak supermarket di dekatnya bobobox.
Sepadan dengan harganya untuk menginap disini..
Seharusnya mengunduh aplikasi karena kunci kamar dan akses akan diberikan dari…",11 months,Bobopod Kebayoran Baru Jakarta
christ tamba,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
Trip.com Member,5.0,The best cabin room ever hadToilet bersihLift tersediaCabin dingi,11 months,Bobopod Kebayoran Baru Jakarta
Kevien Apriyan,4.0,,11 months,Bobopod Kebayoran Baru Jakarta
عبدالملك,1.0,"Semuanya baik-baik saja, kecuali resepsionisnya",11 months,Bobopod Kebayoran Baru Jakarta
Ricky Rama,5.0,Hotel kapsul terbaik di kota,11 months,Bobopod Kebayoran Baru Jakarta
FAKA FA,5.0,,11 months,Bobopod Kebayoran Baru Jakarta
muhammad andrian,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Aldi Apriyan,3.0,"Hampir semua oke ya, kamar tidur nyaman toilet pun bersih dan ada hair dryer juga ya cmn itu s sprei dan selimut ada bercak sm bekas kyk maaf ngompol, semoga tar kalo nginep lg ga ada yg gituan lg",a year,Bobopod Kebayoran Baru Jakarta
Trip.com Member,4.6,"Lokasi yang bagus di jantung Panglima Polim, Kebayoran Baru. Sistem yang bagus dan aman untuk memasuki pod kami. Pod ganda adalah favorit saya, cukup besar, nyaman, dan AC-nya lebih dingin dari yang saya kira. Pod-pod ini futuristik sehingga kami dapat …",a year,Bobopod Kebayoran Baru Jakarta
Amalia Mughni,3.0,,a year,Bobopod Kebayoran Baru Jakarta
Reyhan Ivandi,5.0,"Terima kasih bobobox atas pengalamannya, seru!

IoTnya keren, BPadnya keren, bisa konek bluetooth dan musik juga. …",a year,Bobopod Kebayoran Baru Jakarta
Zuhdan Royan L,4.0,,a year,Bobopod Kebayoran Baru Jakarta
meidiana sastia,5.0,"bang nopal,bang irfan dpt salam dr bang tobias fabio",a year,Bobopod Kebayoran Baru Jakarta
Ayya Auliyaa,4.0,"First time di bobobox sini, cukup nyaman. Personally aku lebih suka kamar earth! Mushola lt 1, pantry lt 2, jd kl kamar di lt 3 harus turun2 tp ada lift. Tiap lantai ada area makan/kerja, ada dispenser juga. Kamar mandi bersih ((at least …",a year,Bobopod Kebayoran Baru Jakarta
Nurhana Sayyida,4.0,"Lokasinya strategis, kamarnya nyaman bersih, cuma mungkin dari segi pelayanan semisal parkir. Itu agak repot, karena penjaga parkir ga stand by di tempat parkir tapi dekat dengan loby hotel. Trs toiletnya bersih tapi kurang wangi.",a year,Bobopod Kebayoran Baru Jakarta
Sherly Deftia,4.0,"Menginap di hotel kapsul ini selama 5 hari karena tempatnya yang strategis dan murah. Pelayanan cukup bagus. Kondisi cukup tenang. Hari pertama, saya menemukan ada rambut yg tertinggal di kasur. Saat menginap, beberapa kali maintenance …",a year,Bobopod Kebayoran Baru Jakarta
Mei Lost Feeling,5.0,bobobox paling nyaman karena ada mas nopal 🤪...,a year,Bobopod Kebayoran Baru Jakarta
Ilham Widi Akbar,5.0,"Kalau ke Blok M District, buat solo traveler.. Bobobox salah satu pilihan terbaik karena dekat dengan pusat keramaian dan sangat mudah mencari makan di Taman Sambas, lanjut ke Blok M dan jalan-jalan. kopi di sana. BTW bobobox sebrang ini adalah Baso Malang yang enak banget, wajib dicoba!",a year,Bobopod Kebayoran Baru Jakarta
Muhammad Satrio,3.0,"internet mati, ga bisa masuk kamar, nunggu lama depan kamar cuma buat masuk kamar, resepsionisnya di chat di aplikasi ga bales2, ditelpon sibuk",a year,Bobopod Kebayoran Baru Jakarta
Ahmad Zidan,4.0,,a year,Bobopod Kebayoran Baru Jakarta
Dinda Nabila Aini,5.0,"Ruangannya sejuk, bersih dan sunyi sehingga  nyaman untuk dipakai beristirahat. Fasilitas lengkap dan kamar mandinya bersih. Tapi untuk room tipe earth (posisi di bawah) akan sedikit terganggu dengan suara dari room diatasnya karena kalau gerak dikit lgsg terdengar.",a year,Bobopod Kebayoran Baru Jakarta
RD Wulandari,5.0,So far ini hotel kapsul ternyaman setelah pernah melanglang buana ke beberapa tempat 🪂 …,a year,Bobopod Kebayoran Baru Jakarta
damar annisa,5.0,"Cocok buat yang lagi solo traveling, petugasnya ramah dan sangat membantu.",a year,Bobopod Kebayoran Baru Jakarta
Samuel Timotius,5.0,Tempat yang bagus untuk bersantai di tengah kehidupan kota yang sibuk,a year,Bobopod Kebayoran Baru Jakarta
alexandra benjamin,4.0,"Pod bersih, kamar mandi bersih. Area umum yang tepat. Namun tempat parkir untuk mobil sangat terbatas. Keamanan bahkan tidak membantu saya memarkir mobil saya dan juga ketika saya mencoba keluar dari tempat parkir di jalan yang sibuk",a year,Bobopod Kebayoran Baru Jakarta
Ilham Baeihaqi,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Rizky Najmuddin,5.0,"Nyaman, pas di saku, suhu pas meski tidak bisa kita atur",a year,Bobopod Kebayoran Baru Jakarta
Achmad Reza Yana putra,5.0,Ini baik,a year,Bobopod Kebayoran Baru Jakarta
Daud Asland (Alan),5.0,"Keren, tempatnya sejuk, cuma jauh dari peradaban trotoar",a year,Bobopod Kebayoran Baru Jakarta
Fikri Adriansa Yudha,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Adi Yusuf,3.0,,a year,Bobopod Kebayoran Baru Jakarta
Cindy,5.0,"Bobobox adalah hotel pod luar biasa yang memberikan pengalaman unik dan menyenangkan bagi para tamu. Aplikasi hotel yang lancar, kebersihan, dan lingkungan yang ramah menjadikannya menonjol dari para pesaing. …",a year,Bobopod Kebayoran Baru Jakarta
NAB Architect,4.0,"Resepsionis jutek dan tidak solutif. Sebaiknya selimut dll di pods lebih teliti lagi klo prepare in, karena ada bercak2.
Kamar mandi kebersihannya sangat perlu ditingkatkan. Overall not bad tapi …",a year,Bobopod Kebayoran Baru Jakarta
Muhammad Candy Alfian,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Mohammad Hasan,5.0,,a year,Bobopod Kebayoran Baru Jakarta
malv prasetya,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Rafael Hutabarat,4.0,"Bersih, nyaman",a year,Bobopod Kebayoran Baru Jakarta
Izma Syalsabilla,5.0,Nyaman banget🫠😭🫶🏼 betah padahal kamar mandi gak ada di dalam wkwkwk aman berasa~ sepi adem tapi gak tau kenapa tiap jam 2 malem berisik banget ngomongnya kencang dan bergema haha ​​stafnya juga membantu...huhuhu ada apa? pokoknya pengen balik kesana lagi🫰🏼💕...,a year,Bobopod Kebayoran Baru Jakarta
RYAN chanel,1.0,,a year,Bobopod Kebayoran Baru Jakarta
Maria Annabella,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Adam,3.0,,a year,Bobopod Kebayoran Baru Jakarta
Dedi Pratama,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Fajar Shodiq Anshori,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Dominika Veridianti,3.0,,a year,Bobopod Kebayoran Baru Jakarta
yudirangge basiangdi,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Yandri,5.0,,a year,Bobopod Kebayoran Baru Jakarta
dewi zahrar,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Ahmad Abdurrofi,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Raisa Raha,5.0,"Tempatnya enak, bersih, deket ke stasiun MRT dan kalau mau jajan di area blok M, melawai tinggal jalan.",a year,Bobopod Kebayoran Baru Jakarta
Citra Wiranda,4.0,"tempatnya bagus, check in tidak susah, cukup punya aplikasi bobobox dulu, karena kunci akses kamar & kamar harus pakai barcode, kamar mandi bersama, sudah ada sabun & shampoo gratis, ada juga yang pengering rambut, ada fasilitas di lobi yang dapat...",a year,Bobopod Kebayoran Baru Jakarta
meinggi,5.0,"nginep di sini setelah konser bp. bagus, ac di kamar dingin, air panas di kamar mandi berfungsi dengan sangat baik. bestlah",a year,Bobopod Kebayoran Baru Jakarta
Ryan Dwi Wahyu Ardi,4.0,"Menurut saya, tidak sebagus bobobox lainnya",a year,Bobopod Kebayoran Baru Jakarta
Hadyan Mafa,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Destrilistianto Rumapu,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Setia,5.0,"pelayanan ok, walau sedang perbaikan",a year,Bobopod Kebayoran Baru Jakarta
Nunu Nurhayati,4.0,"Kamarnya nyaman & bersih, kamar mandi juga bersih. Hanya saja ketika saya menginap liftnya sedang rusak, jadi lumayan capek juga naik turun tangga ke lantai 3.",a year,Bobopod Kebayoran Baru Jakarta
hafisauliaa,5.0,"Sangat stabil Pada dasarnya, bermula dari ingin mengetahui pengalaman Bobobox di versi Store, bahkan saya langsung jatuh cinta dengan Bobobox. Ini keren banget, dan saya tidak menyangka sama sekali kalau di sini ada lift dan itu sangat sangat membantu. Polongnya…",a year,Bobopod Kebayoran Baru Jakarta
Trip.com Member,5.0,"Saya sangat terkejut dengan kebersihan pod dan betapa nyamannya. Sempurna untuk para backpacker dan perjalanan singkat. Satu-satunya kekurangannya adalah Anda hanya dapat membuka kunci pintu dengan kode QR dan jika baterai ponsel Anda habis, …",a year,Bobopod Kebayoran Baru Jakarta
MsCotoholic,5.0,"Kamarnya murah meriah yah menurut saya. Lokasi nya dipinggir jaLan juga. Rekomen untuk traveLLer yang cuman butuh semaLam / 2 maLam untuk istirahat.
Jadi di Bobobox ada tipe, Sky & Earth. …",a year,Bobopod Kebayoran Baru Jakarta
Tyara Ananda Putri,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Mas Amul,5.0,"Nyaman sekali beristirahat di sini, coba kamar yg berdua enak juga, meski badan besar masih terasa nyaman. Lokasi strategis tengah kota",a year,Bobopod Kebayoran Baru Jakarta
Aldi Ulil Amri,5.0,Mantap tempat nya,a year,Bobopod Kebayoran Baru Jakarta
Idhar Shidiq,5.0,Pod dan toilet terawat dan bersih. Petugasnya ramah-ramah. Mushola juga cukup luas,a year,Bobopod Kebayoran Baru Jakarta
Naila Vira Nadia,3.0,"Kamar mandi kurang bersih, tissue toilet habis. Saluran air banyak rambut rontok.",a year,Bobopod Kebayoran Baru Jakarta
Aish Lucky,4.0,,a year,Bobopod Kebayoran Baru Jakarta
Audy Herli,5.0,,a year,Bobopod Kebayoran Baru Jakarta
iqbal muhamad,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Bima Soemardi,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Bagus Prihantiningrum,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Pradityo Adi Wicaksono,5.0,"Proses extend mudah, lokasi strategis tidak jauh dari MRT dan terminal Blok M",a year,Bobopod Kebayoran Baru Jakarta
Marti ni,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Amanah Oktaviana Haluni,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Timothy Febrian,5.0,"Nilai yang sangat bagus untuk harganya! Semua pod dan fasilitas dibersihkan secara berkala, pod sangat nyaman dengan mood lamp yang dapat Anda atur sesuai keinginan dan speaker bluetooth yang dapat Anda gunakan untuk mendengarkan musik favorit Anda! …",a year,Bobopod Kebayoran Baru Jakarta
Screw You,1.0,MEMBUTUHKAN WAKTU LAMA UNTUK CHECK-IN,a year,Bobopod Kebayoran Baru Jakarta
nethanael liu,1.0,pelayanannya lama sekali ;(,a year,Bobopod Kebayoran Baru Jakarta
Aqila Mumtaza,1.0,,a year,Bobopod Kebayoran Baru Jakarta
Mumtaz A. A.,1.0,"Long stay booking, katanya bisa free early check in jam 12 siang, nyatanya gak bisa 👎👎 …",a year,Bobopod Kebayoran Baru Jakarta
NUR INDAH ISLAMI,5.0,Saya senang menginap di Bobobox,a year,Bobopod Kebayoran Baru Jakarta
Arlen Len,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Ahmad Karnoto,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Galih Rakasiwi,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Houria El abied,4.0,,a year,Bobopod Kebayoran Baru Jakarta
Hasan Junaidi,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Edwin Wicaksono,1.0,Anda tidak dapat melakukan refund dan penjadwalan ulang di bobobox,a year,Bobopod Kebayoran Baru Jakarta
Ninik Vidyaningsih,4.0,"Harga terjangkau, podnya bersih juga toilet dan musala. Dekat dengan stasiun MRT, Blok A dan Blok M. Mudah ditemukan, sistem hitech, fasilitas lengkap.. so far so good!",a year,Bobopod Kebayoran Baru Jakarta
Prince Fandi,5.0,Pilihan termurah terbaik,a year,Bobopod Kebayoran Baru Jakarta
Edar Gea,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Mohamad Hasan,5.0,"Pengalaman pertama, kesan helpful untuk sebuah layanan nginap yang terjangkau. Tempat bersih, kamar bersih, nyaman, keren. Masih bisa kerja dikamar karen ada meja. Hanya saja kehabisan alat makan.",a year,Bobopod Kebayoran Baru Jakarta
Rijsa Fitriani,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Artsani Anka,3.0,"Podnya bersih, sharing arenya jg bersih.

Tp kurang suka bobobox di sini soalnya ada 4 lantai. Ribet apa2 harus naik …",a year,Bobopod Kebayoran Baru Jakarta
Berkah Tian,5.0,"Tempatnya strategis dekat dengan manapun, pelayanan nya sangat baik, kebersihan dari tiap pods/kamar selalu steril. Tapi AC dalam pods kadang terlalu dingin atau tidak berfungsi. Fasilitas kamar mandi dan tempat makan bersama bersih, selain itu kita juga diberikan handuk, dan sikat gigi ketika check in.",a year,Bobopod Kebayoran Baru Jakarta
mohamed saeed,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Kaysha Ainayya,4.0,"Kelebihan:
1. Tempat tidur dan bantalnya nyaman.
2. Suhu podnya bisa diatur, cukup dingin! …",a year,Bobopod Kebayoran Baru Jakarta
Brian Ahmad Taufik,4.0,,a year,Bobopod Kebayoran Baru Jakarta
Wildaa Widyaa,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Punjung Ramadana,5.0,,a year,Bobopod Kebayoran Baru Jakarta
alriza toriq,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Rudi Spiderman Hartono,5.0,"Tempatnya memang keren buat milenial. Tapi bagi yang suka kamar mandi dalam kamar sepertinya ini bukan pilihan tepat. Tapi jika kalian suka pengalaman seru nginap di tempat unik dengan harga terjangkau untuk sekedar nginap bagi Traveler , ini di rekomendasikan banget.",a year,Bobopod Kebayoran Baru Jakarta
Fahrizal Halim,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Aini Rochmah,1.0,"Udah book, ada aturan baru gak di sosialisasiin di ig / twt padahal aktif. Bikin miss information ke cust. Alhasil? Banyak yg gabisa check in. Refund jg gabisa, ubah tanggal juga gabisa. Pilih bobobox krna sekedar mau transit perjalanan …",a year,Bobopod Kebayoran Baru Jakarta
Fernanda,4.0,Lumayan,a year,Bobopod Kebayoran Baru Jakarta
Sandy Satria,5.0,,a year,Bobopod Kebayoran Baru Jakarta
FY,1.0,,a year,Bobopod Kebayoran Baru Jakarta
Denny Dwinanto,4.0,"Kamarnya unik, harga bersahabat dan tempatnya dekat dengan MRT.",a year,Bobopod Kebayoran Baru Jakarta
angelinacindy -,5.0,,a year,Bobopod Kebayoran Baru Jakarta
TY Channel,3.0,"Pas saya kemaren nginap.
Selimutnya kotor kayak ketumpahan kopi atau bercak darah yg menghitam, saya gk paham …",a year,Bobopod Kebayoran Baru Jakarta
Stief A. Susanto,5.0,"Kamar bagus, bersih, berteknologi tinggi dengan harga terjangkau... Direkomendasikan... ☺👌 …",a year,Bobopod Kebayoran Baru Jakarta
Muhamad Hendrawan,3.0,"Overall seperti bobobox lainya. Tapi kalo di bandingin bobobox semarang jauh dari segi kebersihanya, terutama bagian kamar mandi. …",a year,Bobopod Kebayoran Baru Jakarta
Achmad Fatoni,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Rahmat Fajar (alfarizky94),5.0,,a year,Bobopod Kebayoran Baru Jakarta
