nama,bintang,komentar,Waktu,Place name,clean_text
Rinaldi Suhardiono,5.0,"Bersih, namun bisa ditingkatkan lagi (terutama kualitas tempat tidur dan kamar mandinya), Relatif lebih murah drpd hotel biasa/hotel capsule lainnya karena ada fitur ambience. Semoga terus ditingkatkan lagi pelayanannya 👍🏻",a year,Bobopod Kota Lama Semarang,"bersih, namun bisa ditingkatkan lagi (terutama kualitas tempat tidur dan kamar mandinya), relatif lebih murah daripada hotel biasa/hotel capsule lainnya karena ada fitur ambience. semoga terus ditingkatkan lagi pelayanannya 👍🏻"
Nor Berta Minggo Maharani,5.0,Tempat nya nyaman,a year,Bobopod Kota Lama Semarang,tempat nya nyaman
Nurina SM,5.0,Best experience nginep disini. Sangat cocok dan ramah untuk solo traveler hehe,a year,Bobopod Kota Lama Semarang,best experience nginep disini. sangat cocok dan ramah untuk solo traveler hehe
dinitya laksitha putri,5.0,"Resepsionis 24 jam, shower dilengkapi dengan air panas, bersih, dan tersedia mushola dengan alat sholat yang bersih.",a year,Bobopod Kota Lama Semarang,"resepsionis 24 jam, shower dilengkapi dengan air panas, bersih, dan tersedia mushola dengan alat sholat yang bersih."
Luthfia R. Syafiqa,5.0,"It's really nice place to stay. Kamarnya gak pengap, cuman kalau merasa ribet naik naik lebih baik pilih kamar yg earth:), bcs its really exhausted to go up dan turunnya jg mayan ribet, kamar mandi juga bersih, wangi, dan nyaman.
Pelayanannya pun oke banget, tengah malem gagang pintu dalem tbtb lepas langsung diperbaiki saat itu jg. Staffnya ramah-ramah semua♡ and i don't have regret for choosing bobobox.",a year,Bobopod Kota Lama Semarang,"it's really nice place to stay. kamarnya enggak pengap, cuman kalau merasa ribet naik naik lebih baik pilih kamar yang earth:), bcs its really exhausted to go up dan turunnya juga lumayan ribet, kamar mandi juga bersih, wangi, dan nyaman. pelayanannya pun oke banget, tengah malam gagang pintu dalem tbtb lepas langsung diperbaiki saat itu juga. staffnya ramah-ramah semua♡ and i don't have regret for choosing bobobox."
Hendy Kristian,5.0,"Pelayanan baik, terutama saat masuk hotel semua orang diharuskan ganti sandal. Untuk bednya terlalu tinggi tempatnya...jadi susah untuk naik kebednya..untuk dinding tidak kedap suara jadi bisa dengar suara sebelahnya..",a year,Bobopod Kota Lama Semarang,"pelayanan baik, terutama saat masuk hotel semua orang diharuskan ganti sandal. untuk bednya terlalu tinggi tempatnya.jadi susah untuk naik kebednya..untuk dinding tidak kedap suara jadi bisa dengar suara sebelahnya.."
NagaMas IndoRental,5.0,Keren,a year,Bobopod Kota Lama Semarang,keren
Trip.com Member,5.0,"recently stayed at the hotel and had a wonderful experience. The hotel is located in a great area, just a short walk from some of the city's top attractions. The room itself was clean, and comfortable. The hotel staff was friendly and …",a year,Bobopod Kota Lama Semarang,"recently stayed at the hotel and had a wonderful experience. the hotel is located ini a great area, just a short walk from some of the city's top attractions. the room itself was clean, and comfortable. the hotel staff was friendly and …"
By Chya,2.0,"Tempat parkir sempitt apalagi yg bawa mobil , ribet , karena keluar masuk mobil satu2 jadi harus nitip kunci ke receptionist, pesan lewat agoda di info 2 dewasa 1 anak , ternyata sampai sana harus pesan 1 kamar lagi karena anak di hitung sendiri , di komplain bilang ini sudah aturan, harusnya pihak agoda dan bobobox koordinasi mengenai hal ini jik memang peraturan dari bobobox seperti itu note lah sama pihak agoda, ini bukan masalah kita pesan 1 pods lagi tapi jika tau sedari awal seperti ini mending cari tempat yang lain, next perbaiki pelayanan anda , cuma menang tempat dekat dengan kota lama aja selain itu standart semua",a year,Bobopod Kota Lama Semarang,"tempat parkir sempitt apalagi yang bawa mobil , ribet , karena keluar masuk mobil satu2 jadi harus nitip kunci ke receptionist, pesan lewat agoda di info 2 dewasa 1 anak , ternyata sampai sana harus pesan 1 kamar lagi karena anak di hitung sendiri , di komplain bilang ini sudah aturan, harusnya pihak agoda dan bobobox koordinasi mengenai hal ini jik memang peraturan dari bobobox seperti itu note lah sama pihak agoda, ini bukan masalah kita pesan 1 pods lagi tapi jika tau sedari awal seperti ini mending cari tempat yang lain, next perbaiki pelayanan anda , cuma menang tempat dekat dengan kota lama saja selain itu standart semua"
J Bz,5.0,"Centralise, 5 min walking distance to train station. Easy to get e-hailing bikes.
Plenty of street food and restaurants in vicinity.
Friendly staff and clean place.
Shoes lockers provided.
Hi-tech and smart phone reliant. (no smartphone, can't stay here).

Capsule style room, best check website for better visual. Not suitable if one is claustrophobia.
Good ventilation and clean bathrooms.

Water station and pantry area provided.
Good security with qr code key and CCTVs.",a year,Bobopod Kota Lama Semarang,"centralise, 5 min walking distance to train station. easy to get e-hailing bikes. plenty of street food and restaurants ini vicinity. friendly staff and clean place. shoes lockers provided. hi-tech and smart phone reliant. (no smartphone, can't stay here).  capsule style room, best check website for better visual. not suitable if one is claustrophobia. good ventilation and clean bathrooms.  water station and pantry area provided. good security with qr code key and cctvs."
cintiadi dewi cahyaningtyas,5.0,"Sangat rekomendasi sebagai transit perjalanan singkat kami ❤️
Pelayanan bagus, tempat strategis, dan area yg bersih dan nyaman 🤩",a year,Bobopod Kota Lama Semarang,"sangat rekomendasi sebagai transit perjalanan singkat kami ❤️ pelayanan bagus, tempat strategis, dan area yang bersih dan nyaman 🤩"
Mister Purple,4.0,Gak terlalu suka konsepnya. Mending penginapan biasa saja menurut saya. Cukup sekali sebagai pengalaman.,a year,Bobopod Kota Lama Semarang,enggak terlalu suka konsepnya. mending penginapan biasa saja menurut saya. cukup sekali sebagai pengalaman.
shinta cerelac,5.0,"menginap disini sangat nyaman terutama jika booked di hari jumat - minggu, karena jalanan kota lama akan ditutup untuk tourist sehingga tourist bisa untuk mengelilingi kota lama dengan berjalan kaki tanpa was was kendaraan - untuk menginap proses check in mudah, tidur nyaman sekali untuk di tengah kota harga termaksud affordable untuk 2 orang",a year,Bobopod Kota Lama Semarang,"menginap disini sangat nyaman terutama jika booked di hari jumat - minggu, karena jalanan kota lama akan ditutup untuk tourist sehingga tourist bisa untuk mengelilingi kota lama dengan berjalan kaki tanpa was was kendaraan - untuk menginap proses check ini mudah, tidur nyaman sekali untuk di tengah kota harga termaksud affordable untuk 2 orang"
Dwi Fortunan Tomo Popeye's,5.0,Tempatnya unik dan praktis dan modern. Lokasi strategis banget di tengah kota tua.. Dekat tempat makanan.,a year,Bobopod Kota Lama Semarang,tempatnya unik dan praktis dan modern. lokasi strategis banget di tengah kota tua.. dekat tempat makanan.
annand maulana,5.0,"Bersih, nyaman.
Cuman AC nya tidak bisa diatur.",a year,Bobopod Kota Lama Semarang,"bersih, nyaman. cuman ac nya tidak bisa diatur."
Neva Rebecca,5.0,"lumayan dapet diskon di app, bersih juga.",a year,Bobopod Kota Lama Semarang,"lumayan dapat diskon di app, bersih juga."
Donald Engelbert Kawilohy,5.0,Kerenn,a year,Bobopod Kota Lama Semarang,keren
Santi Nuryani,4.0,"Lokasi yg sangat strategis, selain dekat dengan stasiun Tawang, kalau mau wisata di kota lama lihat gedung2 lama pas banget disini. Tempat kamar tidur bersih, AC dingin.",a year,Bobopod Kota Lama Semarang,"lokasi yang sangat strategis, selain dekat dengan stasiun tawang, kalau mau wisata di kota lama lihat gedung2 lama pas banget disini. tempat kamar tidur bersih, ac dingin."
Anisa Kuswandari Desse,5.0,"Tempat menginap yg sangat strategis di daerah kota lama Semarang. Pelayanannya sangat baik sekali, mulai dari proses check in hingga check out kita dilayani dengan baik oleh resepsionisnya.. Kebetulan pas menginap di sana lagi hujan deras, resepsionis menawarkan payung yg bisa dipinjam untuk kita keluar. Ohiyaaa setelah check ini kita juga dikasi kue kotakan gitu yg lumayan untuk mengganjal perut yg sedang keroncongan hehe.. Secara tempat, meskipun kamarnya kecil dgn model kapsul, tetapi sangat bersih,rapi dan wangi sekali, begitupun dengan kamar mandinya, meskipun sharing tapi sangat bersih. Tersedia hairdryer, alat gosok gigi dan handuk untuk keperluan mandi kita. Selain itu, ada pantry yg cocok buat kita untuk sekadar membuat kopi atau memanaskan makanan. Tersedia juga banyak kursi yg bisa digunakan untuk tempat nongkrong, merokok atau makan minum.. Ohiyaaa penginapan ini sangat hi-tech sekali, keren pokoknya bessttttt❤️",a year,Bobopod Kota Lama Semarang,"tempat menginap yang sangat strategis di daerah kota lama semarang. pelayanannya sangat baik sekali, mulai dari proses check ini hingga check out kita dilayani dengan baik oleh resepsionisnya.. kebetulan pas menginap di sana lagi hujan deras, resepsionis menawarkan payung yang bisa dipinjam untuk kita keluar. ohiya setelah check ini kita juga dikasi kue kotakan begitu yang lumayan untuk mengganjal perut yang sedang keroncongan hehe.. secara tempat, meskipun kamarnya kecil dengan model kapsul, tetapi sangat bersih,rapi dan wangi sekali, begitupun dengan kamar mandinya, meskipun sharing tapi sangat bersih. tersedia hairdryer, alat gosok gigi dan handuk untuk keperluan mandi kita. selain itu, ada pantry yang cocok buat kita untuk sekadar membuat kopi atau memanaskan makanan. tersedia juga banyak kursi yang bisa digunakan untuk tempat nongkrong, merokok atau makan minum.. ohiya penginapan ini sangat hi-tech sekali, keren pokoknya besst❤️"
Rendy F Jumegi,5.0,"Tempat Nyaman, Bersih, Strategis dikota semarang..",a year,Bobopod Kota Lama Semarang,"tempat nyaman, bersih, strategis dikota semarang.."
Atta Verin,5.0,This is the 1st bobobox that makes me feeling like a VIP 💜,a year,Bobopod Kota Lama Semarang,this is the 1st bobobox that makes me feeling like a vip 💜
kakzin channel,5.0,"Nyaman tempatnya, bersih, harga masuk",a year,Bobopod Kota Lama Semarang,"nyaman tempatnya, bersih, harga masuk"
Qonita Usthufia,5.0,"Bobobox terstrategis deket stasiun tawang. Keluar udah kotalama banyak makanan, sebrang ada Starbucks, otten, ada sate dan gulai enak juga. Pokoknya gak nyesel, late check in, tetep ramai. Walaupun agak merinding2 dikit karena bangunan tua. Tapi overall okeee",a year,Bobopod Kota Lama Semarang,"bobobox terstrategis dekat stasiun tawang. keluar sudah kotalama banyak makanan, sebrang ada starbucks, otten, ada sate dan gulai enak juga. pokoknya enggak menyesal, late check ini, tetap ramai. walaupun agak merinding2 dikit karena bangunan tua. tapi overall oke"
D' TWA,4.0,"Ulasan 3 maret 2023 :
Bobobox Keren! Cocok untuk stay lama karena kasurnya enak, ruangannya nyaman, kamar mandi bersih.

Dikamar ada fitur lampu gonta ganti, ada fitur suara alam untuk menemani tidur.

Fitur masuk kamar dan tempat ke bobobox keren teknologi masa kini 🔥",a year,Bobopod Kota Lama Semarang,"ulasan 3 maret 2023 : bobobox keren! cocok untuk stay lama karena kasurnya enak, ruangannya nyaman, kamar mandi bersih.  dikamar ada fitur lampu gonta ganti, ada fitur suara alam untuk menemani tidur.  fitur masuk kamar dan tempat ke bobobox keren teknologi masa kini 🔥"
rizka febri suryani,4.0,"Tempatnya nyaman dan aksesnya dekat dari stasiun.
Tapi, untuk listrik di dalam pods sangat terbatas karena tidak bisa dipakai laptop.",a year,Bobopod Kota Lama Semarang,"tempatnya nyaman dan aksesnya dekat dari stasiun. tapi, untuk listrik di dalam pods sangat terbatas karena tidak bisa dipakai laptop."
Chatrine F,5.0,Pods was good. Toilet sharing wad also clean. Near museum. Highly recommend for backpacker. You should try to stay on this bobobox. Staff was friendly and helpful too. For spend time a alone its also worth it,a year,Bobopod Kota Lama Semarang,pods was good. toilet sharing wad also clean. near museum. highly recommend for backpacker. you should try to stay on this bobobox. staff was friendly and helpful too. for spend time a alone its also worth it
Chatrine A,5.0,Already come to stay for 2 times in same pods 11. Really enjoyed and i can relax my time during my stay. Location was strategic and really close with the museum. A nice hotel with a good service. Will come again to stay since the toilet was clean too,a year,Bobopod Kota Lama Semarang,already come to stay for 2 times ini same pods 11. really enjoyed and i can relax my time during my stay. location was strategic and really close with the museum. a nice hotel with a good service. will come again to stay since the toilet was clean too
Brahma A,5.0,"Konsep hotel yg unik dan modern, semua serba digital dan instagramable, jauh beda dengan hotel2 kapsul yg lainnya, dekat dengan pusat kota apalagi dengan stasiun tawang (cocok sekali untuk yg sekedar transit) dan berwisata di kota lama.",a year,Bobopod Kota Lama Semarang,"konsep hotel yang unik dan modern, semua serba digital dan instagramable, jauh beda dengan hotel2 kapsul yang lainnya, dekat dengan pusat kota apalagi dengan stasiun tawang (cocok sekali untuk yang sekedar transit) dan berwisata di kota lama."
Yadii Sugandi,5.0,Mantul 👍🏻 …,a year,Bobopod Kota Lama Semarang,mantul 👍🏻 …
Vicky A,5.0,Hotel yang unik dan dekat dengan wisata kota lama...rombongan keluarga sangat senang diajak menginap di Bobobox...jika ada kesempatan pasti akan ke bobobox lagi...semoga bobobox terus berinovasi agar lebih keren,a year,Bobopod Kota Lama Semarang,hotel yang unik dan dekat dengan wisata kota lama.rombongan keluarga sangat senang diajak menginap di bobobox.jika ada kesempatan pasti akan ke bobobox lagi.semoga bobobox terus berinovasi agar lebih keren
Juli Julian,3.0,buat yang gaptek kayanya bisa bikin dibuat repot dah ..,a year,Bobopod Kota Lama Semarang,buat yang gaptek kayanya bisa bikin dibuat repot deh ..
Yulia Astuti,5.0,Tempat nya bersih dan nyaman,a year,Bobopod Kota Lama Semarang,tempat nya bersih dan nyaman
jonet p,5.0,"Tempat yang nyaman dan tenang,lokasi strategis dekat dengan stasiun tawang, proses chekin yang simple dan mudah, yang bikin keren tuh Bisa mengganti lampu di kamar 😍😍. Keren banget dan pengalaman baru nginep di hotel kapsul. bobobox kereeeen 😘😘 …",a year,Bobopod Kota Lama Semarang,"tempat yang nyaman dan tenang,lokasi strategis dekat dengan stasiun tawang, proses chekin yang simple dan mudah, yang bikin keren tuh bisa mengganti lampu di kamar 😍😍. keren banget dan pengalaman baru nginep di hotel kapsul. bobobox keren 😘😘 …"
Kunto Susilo,5.0,"Great place, great location, I'll return if I have a chance ...",a year,Bobopod Kota Lama Semarang,"great place, great location, i'll return if i have a chance ."
Yn Aulia,5.0,Lokasinya,a year,Bobopod Kota Lama Semarang,lokasinya
Arr Di,5.0,"Best, enak tempat nya. Cari sarapan deket perempatan ada warung uenak",a year,Bobopod Kota Lama Semarang,"best, enak tempat nya. cari sarapan dekat perempatan ada warung uenak"
Syafiur Rochman,5.0,"Bagus. Bersih, petugasnya ramah tempatnya juga strategis di kota lama, fasilitas & keamanan toppppp",a year,Bobopod Kota Lama Semarang,"bagus. bersih, petugasnya ramah tempatnya juga strategis di kota lama, fasilitas & keamanan top"
Trip.com Member,5.0,Kamar mandi bersihFavorit cabin hotel everKeep clean and comfort,a year,Bobopod Kota Lama Semarang,kamar mandi bersihfavorit cabin hotel everkeep clean and comfort
rifanda kim,5.0,"Tempat bersih, tempat strategis. Kk perempuan resepsionis nya juga ramah banget. 👍",a year,Bobopod Kota Lama Semarang,"tempat bersih, tempat strategis. kakak perempuan resepsionis nya juga ramah banget. 👍"
Buitenzorg Marine,4.0,"Harga kamar ok, untuk yang butuh hanya untuk tidur dan jalan2 sendirian, tapi sistem kedap suara masih kurang, karena kalau ada orang yang berjalan di koridor, suaranya masih terdengar dengan sangat jelas. Untuk AC juga menggunakan AC central sehingga tidak bisa diatur suhunya.",a year,Bobopod Kota Lama Semarang,"harga kamar ok, untuk yang butuh hanya untuk tidur dan jalan-jalan sendirian, tapi sistem kedap suara masih kurang, karena kalau ada orang yang berjalan di koridor, suaranya masih terdengar dengan sangat jelas. untuk ac juga menggunakan ac central sehingga tidak bisa diatur suhunya."
Hendry Alfiansyah,4.0,Mushola jauh dari penginapan,a year,Bobopod Kota Lama Semarang,mushola jauh dari penginapan
Joshua Valentino,4.0,Gak disangka ternyata bobobox nyaman. Awalnya hanya mencari tempat rehat dan tidak berharap apa-apa. Sekadar menunggu kereta. Pas masuk seperti di ruang bersama stormtrooper,a year,Bobopod Kota Lama Semarang,enggak disangka ternyata bobobox nyaman. awalnya hanya mencari tempat rehat dan tidak berharap apa-apa. sekadar menunggu kereta. pas masuk seperti di ruang bersama stormtrooper
Local Guide,5.0,Lokasi sangat strategis,a year,Bobopod Kota Lama Semarang,lokasi sangat strategis
Shafira Budiningsih,5.0,"600 meter dari pintu masuk stasiun semarang tawang
Toilet selalu dibersihkan
Harga bersahabat
Petugas hotel ramah
Acnya dingin, wifinya kencang",a year,Bobopod Kota Lama Semarang,"600 meter dari pintu masuk stasiun semarang tawang toilet selalu dibersihkan harga bersahabat petugas hotel ramah acnya dingin, wifinya kencang"
Prihatina Warning,5.0,Tempat strategis di kota lama dan harga sesuai di kantong seperti saya.,a year,Bobopod Kota Lama Semarang,tempat strategis di kota lama dan harga sesuai di kantong seperti saya.
andrie oskardinata,5.0,Cocok buat backpacker.,a year,Bobopod Kota Lama Semarang,cocok buat backpacker.
Rafizen,5.0,Bobobox Kota lama tetam memberikan pelayanan yang baik serta suasana baru yang nyaman,a year,Bobopod Kota Lama Semarang,bobobox kota lama tetam memberikan pelayanan yang baik serta suasana baru yang nyaman
Husnul Khotimah,5.0,"Harga recommended (pas dpt promo-an agoda), kamar nyuuuaman poll dg teknologi jaman now anak2 jd enjoy, bersih, wangi, ramah pelayanannya...bakalan cati lagi deh pokoknya, KM sharing tp tetep nyaman",a year,Bobopod Kota Lama Semarang,"harga recommended (pas dapat promo-an agoda), kamar nyuaman poll dengan teknologi jaman now anak-anak jadi enjoy, bersih, wangi, ramah pelayanannya.bakalan cati lagi deh pokoknya, kamu sharing tapi tetap nyaman"
JEE11,4.0,Pengalaman yang luar biasa,a year,Bobopod Kota Lama Semarang,pengalaman yang luar biasa
avid nurmeida,5.0,"Serunya travel deket rumah, dengan harga ekonomis. Kalo anak² seru pada ganti lampu, sambil tiduran. Bersih tempatnya, untungnya weekday, jadi terkondisikan semua.",a year,Bobopod Kota Lama Semarang,"serunya travel dekat rumah, dengan harga ekonomis. kalo anak² seru pada ganti lampu, sambil tiduran. bersih tempatnya, untungnya weekday, jadi terkondisikan semua."
Our Meet Recap,5.0,"staying at bobobox never disappoints. the staff is friendly, the rooms are always clean and sweet",a year,Bobopod Kota Lama Semarang,"staying at bobobox never disappoints. the staff is friendly, the rooms are always clean and sweet"
Saadiah Malili,5.0,"Lokasi strategis, kamarnya nyaman, penuh privasi..",a year,Bobopod Kota Lama Semarang,"lokasi strategis, kamarnya nyaman, penuh privasi.."
Iqbal Safirul Barqi,5.0,"Hotel simpel, murah meriah, dikemas secara modern, dengan teknologi. Cocok untuk solo traveler. Lokasi strategis di jantung kota lama.",a year,Bobopod Kota Lama Semarang,"hotel simpel, murah meriah, dikemas secara modern, dengan teknologi. cocok untuk solo traveler. lokasi strategis di jantung kota lama."
Trip.com Member,4.1,The place is not so big but the service is actually helpful. Can't check in early but its okay. love the pods and the bathroom.,a year,Bobopod Kota Lama Semarang,the place is not so big but the service is actually helpful. can't check ini early but its okay. love the pods and the bathroom.
Anandi Cileungsi,5.0,Nyaman,a year,Bobopod Kota Lama Semarang,nyaman
Mac,4.0,"Strategic location; close to kota lama, iconic photo spots, restaurants, even Starbucks.
Value for money, it's great for backpacker style trip. From my experience, the bathroom is cleaner than Bobobox Malioboro, It can get smelly but it's waayyyy better than the other branch I mentioned. However the duvet has some stains if you look closely but otherwise, for a pod, it's a great option to stay.  The pod isn't soundproof so sometimes you can hear the person above/below you. If not because of the duvet, I would've given it 5 stars. One thing I recommend is that just be exact when check-in/out cause from my experience they don't let you check-in early.",a year,Bobopod Kota Lama Semarang,"strategic location; close to kota lama, iconic photo spots, restaurants, even starbucks. value for money, it's great for backpacker style trip. from my experience, the bathroom is cleaner tahan bobobox malioboro, it can get smelly but it's waay better tahan the other branch i mentioned. however the duvet has some stains if you look closely but otherwise, for a pod, it's a great option to stay.  the pod isn't soundproof so sometimes you can hear the person above/below you. if not because of the duvet, i would've given it 5 stars. one thing i recommend is that just be exact when check-ini/out cause from my experience they don't let you check-ini early."
henry tarandung,5.0,"Sinyal telkomsel di lokasi parah, pdhl mepet gedung telkom. Lokasi dekat stasiun Tawang, 5 menit jalan kaki",a year,Bobopod Kota Lama Semarang,"sinyal telkomsel di lokasi parah, padahal mepet gedung telkom. lokasi dekat stasiun tawang, 5 menit jalan kaki"
Rinda (rindaregina),1.0,"Saya sangat kecewa dengan tempat kamu. Tamu masih ada di kamar tapi ada teknisi datang. Apa tidak bisa di jam lain ketika tamu sudah checkout? Saya jg dapat selimut sobek.. apa tidak bisa diganti? Bener-bener kecewa, sangat tidak profesional. Sesuai dengan harga ya, murahan.",a year,Bobopod Kota Lama Semarang,"saya sangat kecewa dengan tempat kamu. tamu masih ada di kamar tapi ada teknisi datang. apa tidak bisa di jam lain ketika tamu sudah checkout? saya juga dapat selimut sobek.. apa tidak bisa diganti? benar-benar kecewa, sangat tidak profesional. sesuai dengan harga ya, murahan."
farid nugroho,5.0,"Lokasi yang sangat baik karena berada di area kota lama.
Harga yang diberikan juga reasonable.
Pelayanan sangat baik.
Agak ribet aja, karena harus selalu standby-kan smartphone.",a year,Bobopod Kota Lama Semarang,"lokasi yang sangat baik karena berada di area kota lama. harga yang diberikan juga reasonable. pelayanan sangat baik. agak ribet saja, karena harus selalu standby-kan smartphone."
Dedy Widjaja,5.0,"Pro : clean, location, price
Cons : not all guest know how is the rule to stay at capsule hotel

Price : 5/5 (best value buy)
Room : 4.5/5
Cleanliness : 5/5

Tips : this is not my first time stay at bobobox and they set same standard for all their hotel and I satisfy with their hospitality and cleanliness.

Always follow my reviews, it's trusted and objective",a year,Bobopod Kota Lama Semarang,"pro : clean, location, price cons : not all guest know how is the rule to stay at capsule hotel  price : 5/5 (best value buy) room : 4.5/5 cleanliness : 5/5  tips : this is not my first time stay at bobobox and they set same standard for all their hotel and i satisfy with their hospitality and cleanliness.  always follow my reviews, it's trusted and objective"
Puzz Ra,4.0,"Tempat strategis, dekat dengan beberapa tempat wisata, bersih dan nyaman",a year,Bobopod Kota Lama Semarang,"tempat strategis, dekat dengan beberapa tempat wisata, bersih dan nyaman"
Cristover,4.0,"Bobobox Kotalama is very nice place to stay in Jogjakarta for 1 or 2 nights

The Bathroom is very very clean, is the nicest thing they have here as a capsule box hotel. since is sharing they really take a good care of their bathroom
The bedroom itself is actually clean, but if you pay attention carefully they still have stain in the bed, i hope they can pay attention more regarding this

Overall is a good place for a short term stay",a year,Bobopod Kota Lama Semarang,"bobobox kotalama is very nice place to stay ini jogjakarta for 1 orang 2 nights  the bathroom is very very clean, is the nicest thing they have here as a capsule box hotel. since is sharing they really take a good care of their bathroom the bedroom itself is actually clean, but if you pay attention carefully they still have stain ini the bed, i hope they can pay attention more regarding this  overall is a good place for a short term stay"
Chandra Prayoga,5.0,"Clean and comfy, cocok buat yg backpacker an keliling kota lama semarang",a year,Bobopod Kota Lama Semarang,"clean and comfy, cocok buat yang backpacker an keliling kota lama semarang"
Natasya Hesz (Natasya Hesz),5.0,"Harga terjangkau, bagus untuk backpacker atau short visit. Lokasi strategis dan pelayanan ramah sekali. Kamar mandi bersih, hanya bila kulit sensitive lebih baik membawa sabun dan shampoo sendiri.",a year,Bobopod Kota Lama Semarang,"harga terjangkau, bagus untuk backpacker atau short visit. lokasi strategis dan pelayanan ramah sekali. kamar mandi bersih, hanya bila kulit sensitive lebih baik membawa sabun dan shampoo sendiri."
Adin,5.0,Tempat nyaman di kota lama jadi bisa jalan jalan,a year,Bobopod Kota Lama Semarang,tempat nyaman di kota lama jadi bisa jalan jalan
Putera Anugerah,5.0,Ntao wow,a year,Bobopod Kota Lama Semarang,ntao wow
Herdiawan Kustantyo,5.0,"Cocok untuk tempat istirahat sejenak, bersih dan lengkap fasilitasnya",a year,Bobopod Kota Lama Semarang,"cocok untuk tempat istirahat sejenak, bersih dan lengkap fasilitasnya"
Bugie Iskandar,5.0,quality also prestige who also wants to stay quiet from cruel world,a year,Bobopod Kota Lama Semarang,quality also prestige who also wants to stay quiet from cruel world
Sabella,4.0,"yang repot cuma satu, lepas pasang sepatu saat mau masuk ruangan. karena jarak diseberang.
overall room dan sharing bathroom pretty good. tp sayangnya saat saya kesana bathroom sangat bau (seperti bangkai tikus). tp good ada hairdryer.
sediakan ruang pada hp, karena harus download bobobox app, diberikan handuk dan sikat gigi, di bathroom ada sabun + sampo bersama. kalo ga biasa better prepare...",a year,Bobopod Kota Lama Semarang,"yang repot cuma satu, lepas pasang sepatu saat mau masuk ruangan. karena jarak diseberang. overall room dan sharing bathroom pretty good. tapi sayangnya saat saya kesana bathroom sangat bau (seperti bangkai tikus). tapi good ada hairdryer. sediakan ruang pada hp, karena harus download bobobox app, diberikan handuk dan sikat gigi, di bathroom ada sabun + sampo bersama. kalo enggak biasa better prepare."
Ilham,5.0,Good pelayanan,a year,Bobopod Kota Lama Semarang,good pelayanan
Azmi Rahma Fadhila,5.0,"Menemukan tempat menginap di jantung kota lama memang menyenangkan. Buat yang sengaja menelusuri tiap sudut di kota lama, ini merupakan pilihan menginap yang worth it. Tempat ini cocok buat yang hanya butuh tempat untuk tidur, privat, dan nggak ribet. Untuk fasilitas cukup baik, pelayanan juga baik dan ramah.",a year,Bobopod Kota Lama Semarang,"menemukan tempat menginap di jantung kota lama memang menyenangkan. buat yang sengaja menelusuri tiap sudut di kota lama, ini merupakan pilihan menginap yang worth it. tempat ini cocok buat yang hanya butuh tempat untuk tidur, privat, dan enggak ribet. untuk fasilitas cukup baik, pelayanan juga baik dan ramah."
hyudo banditoz,5.0,OK,a year,Bobopod Kota Lama Semarang,ok
Khoirunnisa Marlia,5.0,"Nyaman untuk menginap, rekomen tempatnya.",a year,Bobopod Kota Lama Semarang,"nyaman untuk menginap, rekomen tempatnya."
Noor Khafidzin,5.0,"Fasilitas sama seperti Bobobox pada umumnya. Disini ada 52 pods termasuk single dan double.
Pods dibagi menjadi 2 bagian.
Wifinya kenceng, tp kurang kenceng dari Bobobox di solo😂.
Resepsionis dan petugasnya ramah-ramah.
Parkirnya di pintu sebelah (buta arah kalo di Semarang 😅)
Oiya ada kucing jalanan disini, ada 3-an kucing, boleh lah kalo lg makan bisa kasih makan kucingnya, kucingnya juga sopan gak petakilan.",a year,Bobopod Kota Lama Semarang,"fasilitas sama seperti bobobox pada umumnya. disini ada 52 pods termasuk single dan double. pods dibagi menjadi 2 bagian. wifinya kencang, tapi kurang kencang dari bobobox di solo😂. resepsionis dan petugasnya ramah-ramah. parkirnya di pintu sebelah (buta arah kalo di semarang 😅) oiya ada kucing jalanan disini, ada 3-an kucing, boleh lah kalo lagi makan bisa kasih makan kucingnya, kucingnya juga sopan enggak petakilan."
Jilhamzah Yangbaru,5.0,"Bagus banget, bersih lagi",a year,Bobopod Kota Lama Semarang,"bagus banget, bersih lagi"
Sasa mhrn,4.0,"Sebenarnya ok, sangat decent dan cocok buat solo traveler, tapi struggle sama listrik dan kamar mandi yang terbatas :(. Lokasi struategisssss. Di kota lama so pretty. Also probably not for boomersssss soalnya aga ribet buat check in, akses semua kudu pake hp.",a year,Bobopod Kota Lama Semarang,"sebenarnya ok, sangat decent dan cocok buat solo traveler, tapi struggle sama listrik dan kamar mandi yang terbatas :(. lokasi struategisssss. di kota lama so pretty. also probably not for boomers soalnya aga ribet buat check ini, akses semua kudu pakai hp."
