nama,bintang,komentar,Waktu,Place name
Muhammad Febrian,5.0,,a year,Bobopod Malioboro Yogyakarta
jodi iman pangestu,4.0,"Tempat nya nyaman dan bersih, ada microwave dan pemanas air di lantai atas untuk bersantai",a year,Bobopod Malioboro Yogyakarta
fahmi jauhar nafillah,5.0,Full senyum deh pokoknya,a year,Bobopod Malioboro Yogyakarta
Rama Dhany,5.0,,a year,Bobopod Malioboro Yogyakarta
ayu intan safitri,5.0,Nice,a year,Bobopod Malioboro Yogyakarta
"Rusady, Muhammad Bilal",5.0,"Sudah bagus sebagai penginapan di depan jalan Malioboro,  pengunjung dapat menikmati suasana jogja 24jam. Tersedia pula air isi ulang gratis",a year,Bobopod Malioboro Yogyakarta
Awaluddin Syah,5.0,,a year,Bobopod Malioboro Yogyakarta
Muhammad Dwi Suryadarma,5.0,,a year,Bobopod Malioboro Yogyakarta
Tasya Pusparimba,5.0,,a year,Bobopod Malioboro Yogyakarta
paylater -,1.0,"review bobobox malioboro

Bad toilet bidet, install shower next to the toilet will better(just like regular indonesia toilet) very bad bottom pod experience, the upper pod are used by couple who are awful loud (probably guy and guy couple), bad placement by FO, initially I cant check in from apps, the apps mention that my room is still used, dirty bed sheet which smell like hasnt been washed from previous guest, probably you catch stds, no official parking space, and you need to walk a considerable distance in tropica rain storm with luggage, too many useles employee just chatting, sitting, walking, you can see wet dirty bed sheet littering on the floor all through the aisle and not A single employee bats an eye, also it's not flexible to put acces key on only QR code which can only be accsessed from phone apps, no phone charge socket for micro usb phone, bulk of human hair on the side of the bed, it probably never been vacuumed, no toothbrush, the male shower smells terrible and no action taken from the management,",a year,Bobopod Malioboro Yogyakarta
arif budiana,5.0,Great place to rest and travel,a year,Bobopod Malioboro Yogyakarta
Nazwa Nabil Channel,5.0,Comfort place for stay,a year,Bobopod Malioboro Yogyakarta
Rahmita Danang,5.0,,a year,Bobopod Malioboro Yogyakarta
Nor Ahmad,5.0,,a year,Bobopod Malioboro Yogyakarta
Hengki A,3.0,"hotel sangat bagus, modern, bersih rapih",a year,Bobopod Malioboro Yogyakarta
Martinus Brigianto,5.0,"Hotel nya bersih dan nyaman
Staf nya ramah
Lokasi strategis
Cocok buat tempat singgah setelah prjlanan jauh",a year,Bobopod Malioboro Yogyakarta
Sam Qidos,5.0,"Tempat nyaman
Staf ramah ramah
Lokasi strategis cocok buat tempat istirahat sehabis jalan jalan 👍👍👍👍👍",a year,Bobopod Malioboro Yogyakarta
heri bm,5.0,"HotelNya Bersih , staff Ramah, Tempat strategis, dekat tempat nongkrong dan makanan, harganya juga cucok banget.",a year,Bobopod Malioboro Yogyakarta
Ashfa Ama,5.0,Booking dr Agooda dpt harga yg miring. Asik banget sih konsepnya. Cocok utk yg mau backpaker sendiri atau berdua. Sayang dpt pod yg AC nya g bs dikecilin. Sempet juga pintunya g otomatis ngelock huhu takut juga kan ya mau ditinggal. Podnya g kedap suara ya jd jgn lupa bawa earphone biar g keganggu,a year,Bobopod Malioboro Yogyakarta
Bima Seta,5.0,"Nyaman bangettt, unik, aminities lengkap harga juga terjangkau jadi betah kalo lama2 disini hehe",a year,Bobopod Malioboro Yogyakarta
teguh Imam Subekti,5.0,"Sangat menyenangkan, hotelnya di tengah kota tepat nya di jalan Malioboro persis, recomended lah",a year,Bobopod Malioboro Yogyakarta
Boy Kombor,5.0,kenikmatan menginap yg tidak terkira,a year,Bobopod Malioboro Yogyakarta
Alfa Leea,5.0,Good,a year,Bobopod Malioboro Yogyakarta
Hanifah Husnul Khotimah,5.0,"Nyaman, private, sayang kasur agak keras dan suara pijakan kaki kedengeran sampai kamar",a year,Bobopod Malioboro Yogyakarta
Dini Rosati,5.0,,a year,Bobopod Malioboro Yogyakarta
Brahma Adiaz,5.0,Good,a year,Bobopod Malioboro Yogyakarta
Imas Purlaksmi,5.0,Good,a year,Bobopod Malioboro Yogyakarta
Yupy Nd,5.0,"Pengalaman yg menyenangkan bisa menginap di bobobox! Tempat tidur nyaman dan bersih. Tapi saran saya hati"" jika sedang dikamar mandi, karna lantai sedikit licin 🙌🏻 …",a year,Bobopod Malioboro Yogyakarta
ani,4.0,,a year,Bobopod Malioboro Yogyakarta
theo pradipta,4.0,,a year,Bobopod Malioboro Yogyakarta
Mike Freijer,3.0,Great place to stay near Malipboro street. Blankets had stains and red marks. Alsof some black hairs on the bed. We had a pod below and heard everything from upstairs.,a year,Bobopod Malioboro Yogyakarta
Hasno Permana,5.0,,a year,Bobopod Malioboro Yogyakarta
SENBE RAHARDJO,4.0,"Bersih,nyaman,modern minimalis",a year,Bobopod Malioboro Yogyakarta
nurul hidayah,4.0,Tempatnya strategis bgttt.. suka bgt sama bobobox. Tapi sayang banget sprei dan bedcovernya kotor. Dan banyak rambut. Entah diganti atau engga pas pergantian tamu huhu,a year,Bobopod Malioboro Yogyakarta
D7,3.0,"Mau tanya, kalau misal untuk beberapa jam saja bisa? Cek in pagi sekali dan cek out siang gt?",a year,Bobopod Malioboro Yogyakarta
Jajan Nyok,5.0,"Tempatnya strategis di kota Joga, tepatnya di malioboro. Harga nya murah, tempatnya enak ga nyesel inap disni",a year,Bobopod Malioboro Yogyakarta
Rahmat Haryanto,3.0,"Kemarin mau nginap disini gak jadi,tangganya lagi di cat,gagal deh",a year,Bobopod Malioboro Yogyakarta
Ramdani Setiyariski,5.0,,a year,Bobopod Malioboro Yogyakarta
syariva risa,5.0,"Suka banget karena keluar pintu langsung malioboro, cuma kalau bawa kendaraan nyari parkir 24 jam cuma ada di beskalan punya dishub, agak jauh dari boboboxnya.",a year,Bobopod Malioboro Yogyakarta
Vel Real,5.0,"Tempatnya bagus, layanan juga bagus, lokasi sttategiss, cuma kurang parkiran aja",a year,Bobopod Malioboro Yogyakarta
Ridwan Musa,3.0,"Lokasi bagus.
Sulit untuk parkir kalau kita membawa kendaraan",a year,Bobopod Malioboro Yogyakarta
Bima Putra,5.0,"Kamar enak tapi ga ramah disable. Kalo mau checkin siap siap repot ya.
Harus pake aplikasi bobobox yg rajin banget error. Resepsionisnya aja mukanya sampe capek.

Tapi kamarnya enak banget buat bacpacker.",a year,Bobopod Malioboro Yogyakarta
Ariel Suryo,5.0,"Recommended banget buat kalian yang lagi liburan ke jogja apalagi yang backpackeran. Selain harganya murah, lokasi strategis, cari makan gampang, fasilitasnya juga lengkap banget, prosws check in dan check out cepet, wifi kenceng, kamar pod & kamar mandi bersih, ada space room buat kerja atau makan di lantai atas, ada pilihan untuk sendiri atau berdua. Kalau mau ke sini sebaiknya download aplikasi bobobox dulu biar proses chekin nya lebih satsetsatset. Oh iya di sini akses kuncinya juga pakai scan qr smua pakai HP kamu, overall mantab👍🏼👍🏼",a year,Bobopod Malioboro Yogyakarta
Yunia Mamaraka,5.0,,a year,Bobopod Malioboro Yogyakarta
nadiisa,5.0,"Lokasi berada di tengah-tengah malioboro, dekat halte malioboro. Patokan nya jogja pasaraya. Untuk kebersihan dan kenyamanan aman seperti bobobox di kota lain. Hanya saja yg membuat kaget posisi lobbi penginapan ada di area atas (jadi pengunjung harus membawa koper bawaan naik dengan tangga yg lumayan banyak 😅), tapi petugas mau bantu sih.",a year,Bobopod Malioboro Yogyakarta
MUHAMMAD ARIEF RIZKY,5.0,,a year,Bobopod Malioboro Yogyakarta
GM Maytasari,4.0,"Alternatif menginap dg harga terjangkau di lokasi yg sangat strategis. Fasilitas yg diberikan: akomadasi pods yg bersih (bisa pilih sky atau ground), handuk, kamar mandi sharing (dibedakan laki2 dan perempuan, shower, tempat bersih, ada hair dryer).

Sebaiknya membawa alat mandi sendiri. Tidak boleh makan di pods. Bisa makan di lobby atau balkon lt atas. Bawa tempat minum sendiri (disediakan galon di setiap lantai).

Waktu hening pukul 21.00-07.00. Tapi kadang2 ada tamu baru dtg malam dan agak mengganggu bunyi langkah2 kaki.

Lampu dan kunci bisa disetting dg hp, bisa menyetel musik yg dihub lwt bluetooth hp.",a year,Bobopod Malioboro Yogyakarta
Adelia Ramadhan,5.0,"Suka sama lokasinya yg super duper strategis! Kamar mandinya bersih, pod bersih, ac dingin, suka sm communal space nya yg di rooftop! Service areanya jg! Ada heater & microwafe yg bikin gampang kalo mau manasin makanan / bikin indomie, ada mangkok, piring & gelas juga! Westafel buat cuci piring + sabunnya, pokoknya lengkap! Ada ruang sholat sendiri juga, nice bgt buat yg suka solo traveling. Recomended pol! Thankyou!",a year,Bobopod Malioboro Yogyakarta
Fajar,5.0,,a year,Bobopod Malioboro Yogyakarta
Andra Junarto,5.0,🛏 …,a year,Bobopod Malioboro Yogyakarta
Asep Tanzil,5.0,"Alhamdulillah,,,bisa istirahat dengan pulas",a year,Bobopod Malioboro Yogyakarta
Dian Eko,5.0,,a year,Bobopod Malioboro Yogyakarta
Farly,5.0,,a year,Bobopod Malioboro Yogyakarta
ARIA 6105562,5.0,Dekat fasilitas umum,a year,Bobopod Malioboro Yogyakarta
Roby Samuel,1.0,Air pagi2 mati. Parkiran ga ada,a year,Bobopod Malioboro Yogyakarta
Ivo Syifa Lutfia,5.0,,a year,Bobopod Malioboro Yogyakarta
Tito Puspita Wibowo,5.0,,a year,Bobopod Malioboro Yogyakarta
yudha prathama,5.0,"Tempatnya nyaman, dekat kalau mau jalan di malioboro. Kamar mandinya juga bersih",a year,Bobopod Malioboro Yogyakarta
ISTY RAHMANIA,5.0,Nyaman sekali bobobox keren,a year,Bobopod Malioboro Yogyakarta
Ajeng K Ratri,5.0,"It's on the right side of Malioboro Street. If you order for online delivery like food or instant delivery by motorcycle, it will be hard for the driver to stop at the side of the road since they are prohibited to do so. You only have approximately 1 min to pick up your food/package.

The staircase leading to the front desk is pretty narrow and steep if you are bringing medium to large luggage, you might struggle a little bit with your stuff, but still bearable in my case.

It's super spacious once you are checked-in. They have common area upstair, it's wider and better if you want to eat or smoke. With 2 and a half floor of rooms, I personally would like to have more bathrooms and toilet available.

It's only 10 mins walk from Tugu station. A good place to stay if you are backpacking!",a year,Bobopod Malioboro Yogyakarta
Sidik Heruwibowo,4.0,Good,a year,Bobopod Malioboro Yogyakarta
Ari,5.0,"You literally can just walk to visit many places and try the culinary in Malioboro from this hotel, services are great and you can talk to the host just by chatting on Bobobox app. They also have free water dispenser, communal kitchen, and a nice rooftop. Be careful with the stair at sky type bed, its very small.

Overall 10/10 experience, tho the price is kinda expensive for capsule hotel.",a year,Bobopod Malioboro Yogyakarta
bayu soekarno,3.0,,a year,Bobopod Malioboro Yogyakarta
Awai Tullah,5.0,Mantap,a year,Bobopod Malioboro Yogyakarta
Ahmad Khairun,5.0,"Right in the middle of Malioboro. Quite cheap, especially if you stay for more than 3 days.",a year,Bobopod Malioboro Yogyakarta
Faiz M F,3.0,"yes bobobox in general, only the receptionist is a bit poor.",a year,Bobopod Malioboro Yogyakarta
Windhu Daniyala,5.0,"Worth to try, prime location cocok untuk solo traveller. Apa lg introvert seperti saya suka sekali berada didalam pod nya berlama2.",a year,Bobopod Malioboro Yogyakarta
Little Piggy,5.0,,a year,Bobopod Malioboro Yogyakarta
Danang Pramudya,5.0,,a year,Bobopod Malioboro Yogyakarta
mimiong yoyo,5.0,"Hotel kapsulnya bagus, tapi bingung parkir motor dimana y???",a year,Bobopod Malioboro Yogyakarta
Iyan Iriansah * SWEET MEMORABLE LIFE *,5.0,"Bobobox adalah pilihan yang tepat bagi mereka yang bepergian, namun tidak membutuhkan fasilitas kamar hotel yang lengkap dan hanya butuh tempat tidur untuk istirahat.

Bobobox menyediakan kamar-kamar didalam kabin pods yang hanya berisi tempat tidur, tapi nyaman dan dapat beristirahat dengan nyenyak. Dilengkapi dengan fasilitas lampu yang bisa diatur warna sinarnya, koneksi untuk charger gadget, dan pilihan suara untuk teman tidur. Sangat ke-kini-an.

Bobobox yang terletak di Malioboro Yogyakarta, terasa lebih spesial karena terletak di jalan Malioboro sebagai salah satu destinasi wisata, tidak jauh dari stasiun Tugu.

Pelayanan yang ramah, baik saat registrasi tanggal inap secara online, maupun saat melakukan proses checking. Di area resepsionis, kita diminta untuk mengganti sepatu dengan sleeper sebelum masuk ke area pods. Sepatu kita disimpan didalam boks sepatu yang dapat dikunci. Semua proses check in, sangat mudah dan nyaman.

Harga tentu sangat terjangkau apalagi jika ada promo. Seluruh area terlihat bersih. Tersedia musholla, pantry, dan tempat berkumpul di rooftop.

Jika ke Yogyakarta dan butuh sesnsasi tempat istirahat, BOBOBOX adalah pilihan direkomendasikan.",a year,Bobopod Malioboro Yogyakarta
Wachidah Mumtazah,3.0,"kamar nya bersih
layanan nya oke dan mudah dipahami
balkonnya disediakan kursi,jadi bisa lihat malioboro dari atas
ada rooftop nya
kamar mandi nya kurang bersih,mungkin karna berbagai karakter pengunjung,tapi sarannya dibersihkan tiap hari.",a year,Bobopod Malioboro Yogyakarta
SG Team,5.0,strategis,a year,Bobopod Malioboro Yogyakarta
Fildzah Raihan,5.0,"Udah pernah 2x ke sini, yang earth single sama sky single. Lebih suka yg di earth karena kasurnya gak lebih tinggi, jadi ada space lebih leluasa buat taruh barang. Kasur bukan yg empuk banget tapi bantal sama selimutnya nyaman bgt. Bersih banget juga pod-nya. Setiap pod dapet semacam layar untuk atur warna dan intensitas terang lampu, kunci pintu, san bisa connect bluetooth juga untuk speaker. Area kasur kalau dipakai duduk masih ada space di atas kepala sejengkal lah, masih bisa dipake ngerjain juga. Kalau ga masalah sama ruangan sempit menurutku ini udah cukup banget.

Kamar mandi bersama juga bersih, ada hair dryer, sabun, shampoo. Dapet vitamin juga bisa diambil gratis di meja resepsionis. Ada musholla juga.

Lokasi strategis banget deket makanan, pasar, halte bis, tourism information, toko oleh-oleh. Selisih setoko sama Starbucks juga.

Recommended buat solo traveler yang mau ngehabisin waktu lama di Jogja, atau butuh buat kerja, karena lebih dapet privasinya dibandingkan dorm.",2 years,Bobopod Malioboro Yogyakarta
Rum Petrova,5.0,"Tempat nyaman. Letak strategis. Pelayanan ramah. Tempat bersih. Kamar mandi oke. Pengguna juga saling mematuhi aturan, sehingga tempatnya nyaman dan tdk berisik. Thx u bobobox.",2 years,Bobopod Malioboro Yogyakarta
Katino Banjarmasin,3.0,"Kebersihan perlu ditingkatkan lagi, khususnya kamar mandi / toilet",2 years,Bobopod Malioboro Yogyakarta
lidia santosa,5.0,"Lokasi strategis banget pas di emper Malioboro tengah2 & bagi sy bersih :D Cocok buat yg familiar dg gadgeting only ya, krn di sini sebagian operasi fasilitas dan urusan admin serba digital. So selalu bawa hp kemana2 dan jaga baterai aman. Model ini juga cocok buat yg suka ""keheningan"", atau prl tidur2 doang. Krn ga ada fasilitas spt tivi kecuali pake gadget sndr, atau kolan renang dan hiburan lain. Juga prl sehat kaki krn kl kebagian pods agak pojok atau atas, belum ada lift, tapi jalan di lorong dan tangga. Kekurangan ga ada lahan parkir jd search dulu ya penitipan parkir motor atau mobil. Prl lbh banyak pengharum di kmr mndi. Frontofficernya ramah sih, tapi wkt ganti shift ada yg nadanya terlalu tegas jd kesannya galak duluan, pdhl ngomong pun belum. Soalnya pernah ke bobobox lain semua ramah meski shift ganti hehe.. Mohon diperhatikan. Yang disayangkan, sebagian pengguna sih, yg mgkn blm paham atau blm ada awareness/kesadaran apa arti pakai bersama & ttg hotel jenis begini. Spt kmr mandi ya ditutup baik dong kran wastafel atau wc stlh pakai, siram bersih, sampah diberesin. Juga di pantri dan rooftop dimana hanya boleh makan di situ dan ini aturan bagus sbnrnya. Dibuang pls sampahnya, kan juga ada bak sampah buanyak. Dan kl pakai shared utilities kayak piring sendok yg sdh baik hati disediain, cuci dan kembalikan tempatnya. Krn ini barang pakai bersama, spy yg lain juga bisa pakai. Dan buang sampah jika saringannya penuh kotoran hbs kamu mencuci. Jgn ditinggal gitu aja semua hal itu. Ni bkn resto n ini SHARED public areas and facilities :(( Inilah yg kadang membuat hotel bagus/nyaman jd nggak, tergantung penghuninya juga... Jadi saran akhir, carilah penginapan sesuai tipe kamu aja deh. Dan pls yuk jaga kenyamanan hotel itu bersama, baik hotel tradisionil atau modern macam begini. Maju terus Bobobox, love u..",2 years,Bobopod Malioboro Yogyakarta
ORDP,4.0,,2 years,Bobopod Malioboro Yogyakarta
ida ayu made swambastuti nofyari,5.0,,2 years,Bobopod Malioboro Yogyakarta
Haidir Heliamasa,5.0,"Akses mudah, pelayanan baik,tempat juga bersih",2 years,Bobopod Malioboro Yogyakarta
Ella Fabiani,5.0,"Lokasi sangat strategis berada di tengah malioboro, dekat banyak tempat wisata dan banyak makanan enak di sekitar nya, dengan layanan yang baik, dan fasilitas yang cukup untuk menginap dengan nyaman, bisa menjadi pilihan bagi kalian yang ingin menginap di malioboro dengan budget terbatas namun tetap nyaman❤️",2 years,Bobopod Malioboro Yogyakarta
Jenny Chia,5.0,Kamar dan hotel lumayan enak dan bersih..yg single agak sempit... Tapi AC nya dingin bngt Cuma kamar mandinya aja yg agak kotor karena kamar mandinya sharing.... Saran saya kamar mandinya di bersihkan setiap hari...,2 years,Bobopod Malioboro Yogyakarta
Pandu Dragon 234,5.0,,2 years,Bobopod Malioboro Yogyakarta
Fauziah Desiyani,3.0,,2 years,Bobopod Malioboro Yogyakarta
Nooring Palupi,4.0,"sampai lokasi sekitar jam 1300 jadi masih nunggu jam 1400 buat c/i. tapi jam 1330 udah bisa c/i.

lokasi sangat strategis di tengah2 jalan malioboro. dekat banged sama malioboro mall dan jalan sedikit ke pasar beringharjo. bersebelahan dengan starbucks.
banyak jajanan sekitar hotel, hanya dengan berjalan kaki.

dapat kamar no. 41 (lantai 2) dan dipojok, jadi enak private dan gag dilewati banyak orang :)

semuanya ok, tempat shalat di lantai atas dan pantry.

hari pertama ac kurang dingin, cek ke receptionist dan di info kalau ini ac central, ok fine, padahal saya sudah coba adjust lobang angin seperti sesuai petunjuk.

esok harinya sudah lebih dingin.

hanya 1 yang kurang ok menurut saya: toilet nya bau kurang sedap, ada beberapa pintu toilet tidak bisa di kunci.

shower room baiknya sesama tamu saling menjaga kebersihan dgn tidak meninggalkan sampah. padahal sudah disediakan beberapa tempat sampah :(

service dari staff ok, helpful dan ramah.

kelupaan moto interior kamar dan lobby area :(",2 years,Bobopod Malioboro Yogyakarta
Euis Nani,5.0,Kamar yg minimalis tp nyaman tp sayang jauh ke kmr mandi... Tp saya suka,2 years,Bobopod Malioboro Yogyakarta
Ahdaril Ulum,4.0,,2 years,Bobopod Malioboro Yogyakarta
Veronika Bavona,5.0,,2 years,Bobopod Malioboro Yogyakarta
budhi hartantyo,5.0,"Lokasi di jalan malioboro depan gedung mutiara, hotel kapsul yg aman karena bentuknya pods bukan ranjang susun..disini untuk kamar mandi dan toiletnya share ya..dan karena lokasi di malioboro..cari makan mah gampang banget..cuma minusnya emang peredaman pods nya kurang ya..",2 years,Bobopod Malioboro Yogyakarta
Anthon Musantono,1.0,Baik,2 years,Bobopod Malioboro Yogyakarta
Hazzel Poenk,5.0,"Cocok buat yang mau liburan di Jogja dekat jalan Malioboro..
Sangat recommend 👍😍",2 years,Bobopod Malioboro Yogyakarta
Kurniawan Enggar,5.0,,2 years,Bobopod Malioboro Yogyakarta
Van2oel,5.0,"Sementara capsule hotel terbesar yg saya datangi, namun kamar mandinya perlu sering dibersihkan oleh petugasnya",2 years,Bobopod Malioboro Yogyakarta
Alberto Rianto,5.0,,2 years,Bobopod Malioboro Yogyakarta
Imajinery Developer,1.0,"Resepsionis tidak niat, tidak menjelaskan kepada saya agar pesan backdate untuk transit. Sia2 terbuang 1 malam saya",2 years,Bobopod Malioboro Yogyakarta
Rois Antono,5.0,"Untuk Lokasinya menurut saya strategis dan mudah untuk ditemukan.
dari stasiun Lempuyangan jalan kaki, menurut saya lumayan dekat hanya sekitar 1.4km saja sekitar 15 menit sampai.

Untuk kamar/pods nya cukup menarik karena ini pertama kali nya saya kesini ya. Pintu hanya perlu dibuka menggunakan HP, bisa menggunakan scan QR atau bisa langsung buka dengan menekan tombol kunci pintu.
Lampu bisa di atur sesuai yang ada di aplikasinya, kecerahan nya juga bisa di atur, bahkan juga dapat mendengarkan lagu menggunakan bluetooth. Bagian dalam kamar/pods dingin.
Hanya 1 menurut saya yg kurang yaitu untuk kedap suara tidak ada, jadi suara dari luar bahkan suara orang/musik pada kamar/pods terdengar jelas, tapi ini hal wajar untuk penginapan jenis capsul.

Untuk pelayanan nya menurut saya sangat profesional, menjelaskan aturan dengan jelas, memberi arahan² dengan baik.",2 years,Bobopod Malioboro Yogyakarta
Yariany Yuli,4.0,"Ke toko di bawah nya , Jogya Pasaraya",2 years,Bobopod Malioboro Yogyakarta
Herda Prabadipta,5.0,"Salah satu Bobobox terbaik di Jawa Tengah! Kamar mandi tidak bau, lokasi strategis di Malioboro. Minus parkiran harus ikut parkiran liar di belakang Malioboro",2 years,Bobopod Malioboro Yogyakarta
Yogi NW,5.0,"Pengalaman pertama menginap disini sangat positif.

Pertama datang agak pesimis ttg penginapan yg dimulai dengan tangga naik curam ke atas, jelas target pasar penginapan ini bukan koper mewah traveller.

Sampai di atas, saya disambut oleh resepsionis yang super ramah dan informatif plus sabar, saya akan jelaskan sabarnya.

Bobobox memiliki konsep penginapan futuristik yang minimalis namun mewah fitur. Konsep ini masih asing untuk saya bahkan yang tidak terbilang gaptek. Disini resepsionis menjelaskan dengan sangat sabar dan detail.

Ketika semua terkait data diri beres, untuk masuk kamar kita diwajibkan berganti sendal bobobox untuk menghindari kotor dan ""wangi"" sepatu  masuk area kamar.

Pintu masuk ruang kamar hanya cukup untuk satu orang, namun ternyata sangat amat luas di dalamnya. Tidak bisa dipercaya.

Sistem kamarnya adalah dua pod bertumpuk atas bawah. Rhangannya sangat compact, cukup untuk dua orang di ruangan yg saya tempati. Ada meja kecil dan space untuk meletakkan tas. Tidak diperbolehkan untuk makan di ruangan, minum diperbolehkan. Hanya handuk bersih disediakan tanpa perlengkapan mandi lainnya.

Selama di ruang kamar tidak diperbolehkan untuk membuat bising di jam quiet hours, seinget saya antara jam 9malam-5pagi.

Fasilitas lainnya yang disediakan adalah dispenser air bersih disediakan diluar kamar di beberapa spot ruang kamar, ruang makan di depan resepsionis mengingat tidak diperbolehkan untuk makan di kamar, dan kamar mandi bersama dengan bentuk ruangan seperti ruang bilas kamar mandi kolam renang dan disediakan shampo&sabun gratis di shower.

Pengalaman saya menginap sangat menyenangkan, ruang yg compact untuk istirahat dan kasurnya sangat nyaman untuk standar saya yang suka kasur kapuk, AC dinginnya pas, tidak panas dan tidak super dingin, terdapat selimut juga. Kemudian juga tidak bising, semua yang menginap menaati quiet hours. Dan yang paling penting, ruang kamar sangat bersih, mulai dari lantai, dinding, ac, kamar mandi, ruang makan dll

Apabila ada waktu dan kesempatan,  saya akan menginap disini lagi.",2 years,Bobopod Malioboro Yogyakarta
Rezky Febryan,5.0,,2 years,Bobopod Malioboro Yogyakarta
Haula Taqya,4.0,Waktu menginap kamar mandi bau. Atap lorong ada yg bocor hingga lantai basah,2 years,Bobopod Malioboro Yogyakarta
Andira Koza,5.0,,2 years,Bobopod Malioboro Yogyakarta
trifanny s,5.0,Terakhir x kesini pas akhir Nov 2021. Pgn travelling lg ke Jogja sm tmn. Lokasinya strategis dan deket bgt sm mall malioboro. Sampingan sm Starbucks jg. Hotelnya oke cukup bersih dan affordable. Cocok buat yg suka solo travelling,2 years,Bobopod Malioboro Yogyakarta
Joni Susanto,5.0,,2 years,Bobopod Malioboro Yogyakarta
Eneng Ariyanti,2.0,"pengalaman saya nginep beberapa kali di bobobox bandung dan untuk pertama kalinya nginep di malioboro. dari segi tempat yg malioboro ini cukup strategis, namun disayangkan area toilet bau, fasilitas sabun/sampo tidak lengkap (kamar mandi 1nya cuma ada sabun, yg sebelahnya cuma ada shampo nya aja, ga ada yg tersedia kedua nya), lalu spray pods kotor, suara kaki atau suara diluar pods kedengeran banget, yg tadinya mau istirhat tenang malah gabisa tidur deh :(

jadi ga akan mengulang kembali nginep di bobobox malioboro, tapi kalo di bandung sih pasti akan ke bobobox dago, itu the best bgt sih dari pelayanan, tempat, dll nya 👍🏻",2 years,Bobopod Malioboro Yogyakarta
Abdul Aziz,5.0,Buat yg mau coba pengalaman menginap baru,2 years,Bobopod Malioboro Yogyakarta
Diah Manik Triantini,5.0,,2 years,Bobopod Malioboro Yogyakarta
Muhammad sauqi Mubarok,5.0,Sempit,2 years,Bobopod Malioboro Yogyakarta
bang pen,5.0,,2 years,Bobopod Malioboro Yogyakarta
meutiara rahmadhona,3.0,"Podnya nyaman, tapi selimut dan seprainya rada kotor. Kamar mandi yang perempuan juga kotor. Tisu toiletnya sering habis dan tidak diganti.
Di sini juga tidak menyediakan lahan parkir sendiri. Tapi ada tempat parkirnya bisa menginap di gang dekat hotel, 15rb semalam",2 years,Bobopod Malioboro Yogyakarta
Adam Adiwijaya,4.0,,2 years,Bobopod Malioboro Yogyakarta
Sidik FP,5.0,,2 years,Bobopod Malioboro Yogyakarta
bayu 1ndra,5.0,Tempat yang strategis menginap di jogja,2 years,Bobopod Malioboro Yogyakarta
Budi Sucipto,4.0,"Best location, good facilities, kebersihan shared toilet lebih diperhatikan, minimal jgn bau pesing lah.",2 years,Bobopod Malioboro Yogyakarta
nona septantiana,5.0,,2 years,Bobopod Malioboro Yogyakarta
Sari Ayu,5.0,,2 years,Bobopod Malioboro Yogyakarta
anindyah tri,5.0,,2 years,Bobopod Malioboro Yogyakarta
Taku 20,5.0,"Lucu konsepnya, bener bener masuk dalam box, hanya muat dua orang. Didalam kamar ada meja dan AC nya juga dingin, cara naik turunkan suhu AC dengan cara diputar, gak ada remote nya ya. Kamarnya bersih karena tidak boleh makan didalam kamar. Cara membuka pintu kamar pakai scan barcode yang didapan saat cek in. Kamar mandinya terpisah dari tempat tidur. Air panasnya lancar, klosetnya duduk. Ada mushola nya juga, tapi kalo pas subuh antri. Lokasi hotel cukup strategis. Lampu kamar bisa mode warna warni",2 years,Bobopod Malioboro Yogyakarta
Deasy Dwi Pratiwi,5.0,Bagus bisa early check-in jam 1 siang tempatnya nyempil disamping Starbucks,2 years,Bobopod Malioboro Yogyakarta
Eko Agus,5.0,Pas banget utk sendirian,2 years,Bobopod Malioboro Yogyakarta
aldi hermawan,5.0,,2 years,Bobopod Malioboro Yogyakarta
Catherine Prisillia,5.0,Lokasinya masuk malioboro. Dekat starbucks. Dan dekat dengan halte bus. Jdi klo mw ke titik 0 jogja cuma 10mnitan klo mw jalan santai.,2 years,Bobopod Malioboro Yogyakarta
Ajub Setiana,5.0,Hotel yg sangat murah & harga bersahabat... Terletak di tempat yg sangat strategis,2 years,Bobopod Malioboro Yogyakarta
Agus Supriyanto,5.0,"Nginep cuma semalam,karena dikejar waktu..semoga bisa mampir lagi ke bobobox Jogja..",2 years,Bobopod Malioboro Yogyakarta
Agus Yulianto,1.0,,2 years,Bobopod Malioboro Yogyakarta
Muhammad Nurudin Bagas Prayudi,4.0,tempatnya sangat nyaman tetapi kekurangannya hanya tidak mempunyai lahan parkir,2 years,Bobopod Malioboro Yogyakarta
Ardita Hanif,5.0,,2 years,Bobopod Malioboro Yogyakarta
Muhammad Azmi,5.0,,2 years,Bobopod Malioboro Yogyakarta
Sufry Yono,4.0,,13 hours,Bobopod Mega Mall Bekasi
Didin Ropidin,5.0,,a week,Bobopod Mega Mall Bekasi
Andika William,5.0,,a week,Bobopod Mega Mall Bekasi
Aldi Al,1.0,"Pegawai yg pakai kacamata namanya yusuf, mukanya songong, tengil,.

Beberapa kali sayaa nginep kalau dia lagi jaga, saya jadi emosi bawaannya.

Kalau pegawai yg lain ramah2 baik. Cuma si yusuf aja yg gayaknya kaya bos,.

Jadi mikir 2 kali kalau mau nginep disini",3 weeks,Bobopod Mega Mall Bekasi
Rahmat Syukri,5.0,,3 weeks,Bobopod Mega Mall Bekasi
