nama,bintang,komentar,Waktu,Place name,clean_text
crazy shit,5.0,"It turned out to be quite satisfying to stay here. It's just that the bathroom when we arrived was a bit smelly. Hopefully in the future, a solution can be provided to reduce the smell☺️",2 years,Bobopod Tanah Abang Jakarta,"ternyata cukup memuaskan buat stay disini. hanya saja kamar mandi nya saat datang rada bau begitu. semoga kedepannya, bisa dikasih solusi buat meredakan bau nya☺️"
Dasma PB,5.0,"the location is very strategic. on the right there is a starbucks. across there is a kfc and there is a maxx coffee. indomart is also not far. the price is very affordable. they have about 50 pods. i tried the double size pod, it is very spacious for one person and comfortable enough for a family (2 adults 1 child). it's just that the pods are on the 5th and 3rd floors so if you stay in the pod on the 5th floor you have to stop by the 3rd floor first to go to the locker. suitable for backpackers. will come back again.",2 years,Bobopod Tanah Abang Jakarta,"tempat nya strategis sekali. disebelah kanan ada starbucks. disebrang ada kfc dan ada maxx coffee. indomart juga tidak jauh. harga sangat terjangkau. meraka ada sekitar 50 pods. saya mencoba yang double size pod, lega sekali untuk sendiri dan cukup nyaman untuk sekeluarga (2 dewasa 1 anak) . hanya saja pod nya ada di lantai 5 dan 3 jadi kalau stay di pod lantai 5 harus mampir lantai 3 dulu untuk ke loker. cocok untuk backpacker. will back again."
Alvin Handoyo,5.0,good experience for cabin hotel,2 years,Bobopod Tanah Abang Jakarta,good experience for cabin hotel
Sahlah Mauliyah,5.0,"exciting, clean place, very comfortable, fragrant, not far from the place more, but yesterday when I stayed there a bit noisy with others",2 years,Bobopod Tanah Abang Jakarta,"seru, bersih tempatnya, nyaman banget,wangi,enggak jauh dari tmpat makin, tapi kemarin pas waktu saya nginep disna agak berisik sih sama yang lain"
A. Nada Permana,5.0,"the best place to refresh your brain, mood, body. but I'm a little bored because every time I go there there are always young people who are incredibly sarcastic because they hear me snoring. the name of tired all day, snoring is also outside the realm of consciousness yes 🥲 huhu. it would be better if bobobox released an extra soundproof pod variant for me like this.",2 years,Bobopod Tanah Abang Jakarta,"tempat terbaik buat refresh otak, mood, badan. tapi agak bete karena tiap kesana selalu ada anak muda yang nyinyirnya luar biasa karena dengar gue mendengkur. namanya capek seharian, dengkur juga kan diluar alam sadar ya 🥲 huhu. better banget kalau bobobox keluarkan varian pod yang ekstra kedap suara buat aku begini sih."
Azis Bustomi,5.0,"It's good, but if you want to do something it's complicated, you have to go up and down the lift",2 years,Bobopod Tanah Abang Jakarta,"bagus, tapi kalo pengin apa apa ribet mesti naik turun lif"
Clarisa Clarisa,5.0,really clean and comfy,2 years,Bobopod Tanah Abang Jakarta,really clean and comfy
Indro Lie,5.0,"comfy, clean, affordable, strategic location. recommended",2 years,Bobopod Tanah Abang Jakarta,"comfy, clean, affordable, strategic location. recommended"
Felisa Najmii,1.0,"ugly very upset to come there entrust suitcases at 11 because check must be at 1 and then initially there is trouble already paid using mbca through his apk and then already using my friend's ID card together want to stay too but when I went there can not be 18 years old and above originally wanted to be helped verification use the brother's ID card but instead can not and the money can not be refunded at all merugiin consumers if beginiii, is it easy to make money what?!",2 years,Bobopod Tanah Abang Jakarta,"jelek sih kesel banget datang kesana nitip koper jam 11 karena check harus jam 1 terus awalnya ada trouble sudah bayar pakai mbca lewat apk nya terus sudah pakai ktp teman ku bareng mau nginep juga tapi pas kesana enggak bisa harus 18 tahun ke atas asalnya mau dibantu verifikasi pakai ktp yang kakak tapi malah enggak bisa dan uangnya pun enggak bisa di refund sama sekali merugiin konsumen kalo beginiii,memangnya cari duit gampang apa?!"
Elsya Janri,5.0,the service provided is extraordinary,2 years,Bobopod Tanah Abang Jakarta,pelayanan yang diberikan sangat luar biasa
Kartika Puspita Sari,4.0,"the location is very strategic. near gambir. around it there are kfc, maxx coffee, starbucks, mcd, burger king, indomaret. the closest one is food space. there is also coworking space. the room is clean. the bathroom is also clean.",2 years,Bobopod Tanah Abang Jakarta,"lokasinya sangat strategis. dekat gambir. di sekelilingnya ada kfc, maxx coffee, starbucks, mcd, burger king, indomaret. yang paling dekat ada food space. ada coworking space juga. kamarnya bersih. kamar mandinya juga bersih."
Trip.com Member,5.0,small room but functional. the service is good. the room so clean i banget they change bedcover everytime☺️,2 years,Bobopod Tanah Abang Jakarta,small room but functional. the service is good. the room so clean i banget they change bedcover everytime☺️
Steven Senjaya,5.0,"good staff, good service, good facilities, the bathroom is clean with soap, shampoo, and towel provided, beds are comfy and clean, location is quite strategic, i have found some flaws ini my pods but all the good experiences have covered the bad ones. would definitely recommend and i will stay at bobobox again ini the near future!",2 years,Bobopod Tanah Abang Jakarta,"good staff, good service, good facilities, the bathroom is clean with soap, shampoo, and towel provided, beds are comfy and clean, location is quite strategic, i have found some flaws ini my pods but all the good experiences have covered the bad ones. would definitely recommend and i will stay at bobobox again ini the near future!"
SevenAngel,5.0,The room is very clean and unique. The price is also very cheap.,2 years,Bobopod Tanah Abang Jakarta,kamar bersih dan unik banget.harga juga sangat murah.
Vent F,5.0,a nice place for staycation. it's comfortable and suitable for those who look for a clean stay with great deals after worked overtime.,2 years,Bobopod Tanah Abang Jakarta,a nice place for staycation. it's comfortable and suitable for those who look for a clean stay with great deals after worked overtime.
bawang str,5.0,"downtown area, room according to photo",2 years,Bobopod Tanah Abang Jakarta,"daerah tengah kota, kamar sesuai dengan foto"
Dhaffa Yudhistira,4.0,"everything is okay, just love to pay for parking. quite enough. Staying for 3 days costs 21k",2 years,Bobopod Tanah Abang Jakarta,"oke semua sih, cuman sayang parkirnya bayar. lumayan lagi. nginep 3 hari kena 21k"
darmawati akuba,1.0,"The hotel that is very useless is only this hotel 😪, the room size is very small and only the size of the bed, plus 1 table that is used as a ladder to get on the bed, this hotel makes it stuffy, short of breath and our brains become small like the size of this room, I don't mean to be rude but it is really bad, maybe this hotel is suitable for people who are dating, those who have children should not be in this hotel, it is really not recommended 🙏",2 years,Bobopod Tanah Abang Jakarta,"hotel yang sangatt2 tidak ada manfaatnya hanya hotel ini 😪, kamar ukuran sangat kecil dan hanya seukuran kasurny saja,di tambah 1 meja yang yang digunakan sebagai tangga untuk naik di atas kasur hotel ini bikin pengap sesak nafas dan otak kita menjadi kecil seperti ukuran kmr ini, tidak bermaksud menjelekkan tapi mmng sngat jelek, mungkin hotel ini cocok untuk orang yang berpacaran saja, yang punya anak mending jangan di hotel ini, sngt2 tidak rekomended 🙏"
sapto prasojo,5.0,very comfortable place..,2 years,Bobopod Tanah Abang Jakarta,tempat sangat nyaman..
Yoko Widito,5.0,nice comfortable clean cheap,2 years,Bobopod Tanah Abang Jakarta,enak nyaman bersih murah
Iwan Darmawan,5.0,"the location is not far from the Tanah Abang shopping center and Tanah Abang station. access to the location can be reached by public transportation. maybe for those of you who are tired after hunting in the Tanah Abang market, this place is perfect for you to rest or in today's terms ""healing"". the staff is very friendly. there is a prayer room, and a bathroom that provides hot water from the shower. you don't need to bring toiletries because towels and toothbrushes are provided, and of course, soap. don't forget, there are wi-di facilities so you don't need to use up your personal quota while in the pods area. in the pods (the term for rooms here), there are pillows and blankets which are certainly not your neighbor's blankets. there are two types of pods, single and double. for the price rate I can say it is affordable, especially since there are attractive promos every month (please open the website or you can download the application directly).",2 years,Bobopod Tanah Abang Jakarta,"lokasinya tidak jauh dari pusat perbelanjaan tanah abang dan stasiun tanah abang. akses menuju lokasi dapat dijangkau oleh transportasi umum. mungkin bagi anda yang lelah sehabis berburu di pasar tanah abang, tempat ini sangat cocok untuk anda beristirahat atau istilah zaman sekarangnya ""healing"". staff nya sangat ramah. terdapat musholla, serta kamar mandi yang menyediakan air hangat dari shower. anda tidak perlu membawa peralatan mandi karena disediakan handuk dan sikat gigi, dan tentunya, sabun mandi. tidak lupa pula, terdapat fasilitas wi-di sehingga anda tidak perlu menghabiskan kuota pribadi anda selama berada di area pods. di dalam pods(sebutan untuk kamar disini), terdapat bantal dan selimut yang tentunya bukan selimut tetangga. terdapat dua tipe pods, single dan double. untuk rate harganya bisa saya bilang terjangau apalagi terdapat promo menarik di setiap bulannya (silakan buka website atau anda bisa mengunduh aplikasinya langsung)."
hana esterlina,4.0,"already good room and service, but less bathroom brother, less when it's crowded so it's difficult to hurry",2 years,Bobopod Tanah Abang Jakarta,"sudah bagus kamar dan pelayanannya, cuman kurang kamar mandinya kak, kurang banyak kalo lagi rame jadi susah juga buat buru²"
Abdul Wahid,5.0,adem,2 years,Bobopod Tanah Abang Jakarta,adem
Arief Purnama Muharram,5.0,"pleasant stay experience. pods are clean, comfortable, and quiet. friendly service and staff provide good explanation. pocket-friendly price for travelers. recommended!",2 years,Bobopod Tanah Abang Jakarta,"pengalaman tinggal menyenangkan. pods bersih, nyaman, dan tenang. pelayanan ramah dan staf memberikan penjelasan dengan baik. harga ramah di kantong untuk para pelancong. recommended!"
David Faisal,4.0,strategic location,2 years,Bobopod Tanah Abang Jakarta,strategis lokasinya
Achmad Hidayat,4.0,comfortable and always subscribed,2 years,Bobopod Tanah Abang Jakarta,nyaman dan selalu langganan
angelina anjani,5.0,having a great time at bobobox! clean room and bathrooms 😁 . room get cleaned once a day. staffs are friendly. the only minor problem is the electric kapan was not working 😅 but at least they have dispensers for boiling water (and microwave!) …,2 years,Bobopod Tanah Abang Jakarta,having a great time at bobobox! clean room and bathrooms 😁 . room get cleaned once a day. staffs are friendly. the only minor problem is the electric kapan was not working 😅 but at least they have dispensers for boiling water (and microwave!) …
adrienna rivka,1.0,"can't upgrade to double pods, even though I will pay the extra money. still can't be helped by someone else to check this (my own friend), even though my friend has given me access (permission) to the rules that are not flexible and don't make the customer comfortable and from the beginning the officer doesn't even care if someone else can't check this . even though you can stay in other accommodation as long as you have permission and access, don't try to stay here!! It's cheap but it's not okay, but it's better to find a good and flexible hotel or homestay, I'm sorry, bobox, but I'm disappointed, thank you.",2 years,Bobopod Tanah Abang Jakarta,"enggak bisa upgrage ke double pods, padahal saya akan bayar kelebihan uang nya. terus enggak bisa di bantu cek ini orang lain (teman saya sendiri) , padahal teman saya sudah saya kasih akses(ijin)  peraturan yang enggak flexible dan enggak buat nyaman customer dan dari awal petugas nya pun enggak mengasih tau kalau enggak bisa orang lain cek ini. padahal di tempat penginapan lain bisa asal sudah dapat ijin dan akses  jangan deh coba nginep di sini !! murah saja tapi enggak oke tapi better cari hotel atau homestay yang bagus dan flexible  maaf ya bobox tapi saya kecewa, terimakasih."
Ramdhani Kusuma Putra,5.0,"the location is easy to reach, the lower and front buildings are not managed, but the bobobox is on the 3rd floor and is very tidy, there are snacks and food too, the rooms are neat and fragrant",2 years,Bobopod Tanah Abang Jakarta,"lokasi mudah dijangkau, bangunan bawah dan depannya kayak enggak terurus, tapi bobobox nya di lantai 3 dan rapi sekali, ada snack dan makanan juga, kamar rapi dan wangi"
hida muslihah,4.0,"take a sky double box, when entering wear special sandals, shoes can be stored in a locker, access via an application on a cellphone, clean comfortable room, lighting and sound can be adjusted, for air conditioning settings turn the air conditioning hole on the ceiling, although small but comfortable for resting, friendly and fast service, need anything can directly chat the host via the application, when you want to get a refill of your drink, the response is fast, so supporting facilities are available, a spacious clean prayer room, a dining room/men's working space equipped with a pantry, microwave, hot and cold dispenser, snacks, drinks, and frozen ready-to-eat food are also available free wifi, clean shared toilet facilities complete with a hair dryer, soap and shampoo, for that price it is really worth it, suitable for those who like backpackers. The location is lined up with Starbucks and KFC, 100m away there is a mini market. My input is only one, I hope there is a policy that regulates guests, when I checked this, there were lots of young couples taking rooms, what's the point of trying, and they didn't bring anything so they weren't travelers, although there's no guarantee that both girls and boys won't do anything, I hope the ease of technology and facilities aren't used for things that aren't good. thanks",2 years,Bobopod Tanah Abang Jakarta,"ambil sky dobel box, ketika masuk pakai sandal khusus, sepatu bisa disimpan di locker, akses melalui aplikasi di hp, kamar bersih nyaman, bisa diatur lighting dan sound nya, untuk pengaturan ac putar lubang ac di plafond, meskipun kecil tapi nyaman untuk istirahat,  pelayanan ramah dan cepat, butuh apa-apa bisa langsung chat host via aplikasi, pas mau ambil refill minum habis responnya cepat, jadi tersedia fasilitas pendukung, mushola luas bersih, ruang makan/cowok working space dilengkapi pantry, microwave, dispenser panas dingin, tersedia pula snack,minuman, dan makanan beku siap saji  free wifi, fasilitas toilet bersama bersih lengkap ada hair dryer sabun shampo, untuk harga segitu whorthed banget, cocok buat yang suka backpacker an. lokasi jejer sama starbucks dan kfc, jarak 100m ada mini market  masukan saya cuma satu, semoga ada kebijakan yang mengatur tamu, ketika saya cek ini, banyak sekali pasangan belia yang ambil room, buat apaaaa coba, dan mereka enggak bawa apa-apa jadi bukan traveller, meskipun enggak jaminan kalo sama-sama ce atau cowok enggak ngapa2 ini juga, semoga kemudahan teknologi dan fasilitas enggak dimanfaatkan untuk hal-hal yang krg baik. trmksh"
hiko _shin,4.0,"It's quite confusing, the place is for new people, no directions to the toilet, it's ok, it's clean",2 years,Bobopod Tanah Abang Jakarta,cukup bingung tempat nya untuk orang baru enggak di arahin untuk  toilet nya ok bersih
Viski Arditia,3.0,"in terms of the appearance of the hotel from the outside, the front looks good for the upper half, because of the distinctive hotel design. but the lower half, looks messy below because of the basement, maybe at that time I came at night. come into the basement, go up to floor 3 to the receptionist. as usual check this, change shoes, enter the floor. 5. adequate facilities as usual, with prices that are now quite high this year from the previous year. when opening the elevator on floor 3 there are 2 open rooms filled with messy wood and beams. the map point from the station when clicked, does not lead directly to bobobox, but to ibis style tanah abang when I take a gojek from tanah abang station. here is my story, hopefully it will also be a lesson for those who read welcome and hopefully comfortable at bobobox tanah abang",2 years,Bobopod Tanah Abang Jakarta,"secara penampilan hotel di luar, tampak depan terlihat bagus untuk bagian setengah ke atas, karena design hotel yang khas. namun setengah kebawah, tampak berantakan di bawah karena tempat basement, mungkin pada saat itu saya datang malam hari. datang masuk ke basement, naik lantai.3 untuk ke resepsionis. seperti biasa check ini, ganti sepatu, masuk ke lantai. 5. fasilitas yang cukup seperti biasanya, dengan harga yang sekarang ditahun ini lumayan naik dari tahun sebelumnya.  ketika buka lift di lantai.3 ada 2 ruangan terbuka yang isinya kayu dan balok yang berantakan.  titik mapsnya dari stasiun ketika di klik, tidak mengarah langsung ke bobobox, melainkan ke ibis style tanah abang ketika saya naik gojek dari stasiun tanah abang.  berikut cerita saya, semoga jadi pelajaran juga buat yang baca  selamat datang dan semoga nyaman di bobobox tanah abang"
Daniel Tarigan,1.0,"when checking out I wanted to leave my stuff but I couldn't. They said it had to be picked up at 11. Oh come on!! What a strange and weird policy. All hostels and capsules in all the countries I've been to don't have such ridiculous rules. The important thing is that the stuff isn't left overnight. Because people can have business until the afternoon. The key system also can't be shared. I tried to share the key with the link several times but the link couldn't be opened. The bathroom smelled of urine. Either because it wasn't cleaned or I just happened to arrive when it hadn't been cleaned. The guests were also very noisy. I complained to the receptionist but they were still uncooperative. Well, that's not the staff's fault. But pls expect that. Very bad attitude from the female receptionist. My fiancé was eating with me and 4 other guests on the 5th floor and the female receptionist even called my fiancé to immediately change our shoes to sandals. There were 6 people on the 5th floor and all of them were wearing shoes including me, but why was my fiancé the only one forced to wear sandals to the point of having to be called and even approached on the 5th floor. But the female receptionist didn't reprimand the other guests. even the guest next to me, who had also checked this, was asked to finish eating first before changing into sandals. but we were not treated the same. really very stiff and unprofessional.",2 years,Bobopod Tanah Abang Jakarta,"pas cek out mau titip barang juga tidak bisa. katanya harus diambil jam 11. oh come on!! what an odd and weird policy. semua hostel dan kapsul di semua negara yang pernah saya datangi tidak punya peraturan sekonyol itu. yang penting barangnya enggak nginep. karena orang bisa saja punya urusan sampai sore.  secara sistem kunci juga tidak bisa dishare. berkali2 mau share kunci dengan link tapi link tidak bisa dibuka.  kamar mandi berbau urin. entah karena tidak dibersihkan atau kebetulan saja saya datang pas belum dibersihkan.  tamu juga sangat berisik. sudah komplain ke resepsionis tapi tetap tidak kooperatif. well itu bukan salah staff. tapi pls expect that.  very bad attitude dari karyawan resepsionis yang perempuan. tunangan saya sedang makan bersama saya dan 4 tamu lainnya di lantai 5 dan resepsionis perempuan tersebut sampai menelpon ke tunangan saya untuk segera mengganti sepatu kami dengan sandal.  ada 6 orang di lantai 5 dan semuanya menggunakan sepatu termasuk saya tapi kenapa cuma tunangan saya yang dipaksa pakai sandal sampai-sampai harus ditelp dan bahkan disamperin di lantai 5.  tapi sih resepsionis perempuan tidak menegur tamu yang lain. malahan tamu di sebelah saya, yang juga sudah cek ini, dipersilahkan menyelesaikan makannya dulu baru ganti sandal. tapi kami tidak diperlakukan sama. sungguh sangat kaku dan tidak profesional."
An Nisa Nur Laila,5.0,"city ​​center, access to other areas is quite easy",2 years,Bobopod Tanah Abang Jakarta,"tengah kota, akses ke daerah lain cukup mudah"
Christian N H,5.0,"the pods are separated on 2 separate floors, namely on the 3rd floor and on the 5th floor. and on each floor there are clean and comfortable bathrooms and toilets. communal rooms are also available on the 3rd and 5th floors. the rooms are clean, considering the location of bob near the center of the 'Tanah Abang market' crowd, however, the condition of the pods for resting is quite well maintained. for the bluetooth feature in the pods that I previously occupied, it did not function well, it was difficult to connect to my device.",2 years,Bobopod Tanah Abang Jakarta,"podsnya terpisah di 2 lantai terpisah yaitu di lantai 3 dan di lantai 5. dan disetiap lantai tersedia kamar mandi dan toilet yang bersih dan cukup nyaman digunakan. ruang communal juga tersedia di lantai 3 dan lantai 5. kamarnya bersih, mengingat lokasi bob di dekat pusat keramaian 'pasar tanah abang' namun, kondisi pods untuk beristirahat cukup terjaga. untuk fitur bluetooth di pods yang saya tempati sebelumnya, berfungsi kurang baik, sulit terkoneksi ke gawai saya."
Wing Pranata,5.0,good comfortable cheap,2 years,Bobopod Tanah Abang Jakarta,bagus nyaman murah
Aden Irman,5.0,proper for staycation,2 years,Bobopod Tanah Abang Jakarta,propher untuk staycation
Taufiq Geofisika,5.0,"for transit it's also comfortable, there's a quiet time too",2 years,Bobopod Tanah Abang Jakarta,untuk transit oke juga nyaman ada jam quite nya juga
ISTY RAHMANIA,5.0,"the place is very comfortable, it's exciting, I want to go back again😍 ...",2 years,Bobopod Tanah Abang Jakarta,tempatnya nyaman banget seru deh pengin balik lagi😍 …
ayra cihuy,5.0,"clean, tartata, comfortable",2 years,Bobopod Tanah Abang Jakarta,"bersih, tartata, nyaman"
Gunawan Mega Lesmana,5.0,"cheap and cheerful, strategic",2 years,Bobopod Tanah Abang Jakarta,"murah meriah, strategis"
Peter Daniel,5.0,friendly and very helpful staff,2 years,Bobopod Tanah Abang Jakarta,staff ramah dan sangat membantu
Andreani Safta,5.0,It's good.. bring your own cutlery.. because it's not provided..,2 years,Bobopod Tanah Abang Jakarta,bagus sih.. bawa alat makan sendiri yaw.. karena enggak di sediain..
Jaka Riadi,5.0,"the place is comfortable and clean, never disappoints",2 years,Bobopod Tanah Abang Jakarta,"tempatnya nyaman dan bersih, selalu enggak pernah mengecewakan"
Nisa Anatasya,5.0,"using ID card is not serious, please answer",2 years,Bobopod Tanah Abang Jakarta,pakai ktp enggak serius bertanya mohon jawabb
Chika Carrenovita,5.0,clean and cozy! highly recommended ✨,2 years,Bobopod Tanah Abang Jakarta,clean and cozy! highly recommended ✨
Robita Annisa,5.0,"The first bobobox pods I visited were here. When I entered the building, I was a bit doubtful, because it looked like an empty and quiet building. However, when I arrived on the 3rd floor, the location of the bobobox was super comfortable. There is a gathering room with a mini canteen. Shoes are not allowed in the room, they must be stored in a locker. Eating is not allowed in the pods/room. I tried the single sky bed. The space to stand, look in the mirror, get on and off the mattress is very narrow, super duper fitting the size of the door. It was difficult to get in and out. The mattress is comfortable, all the facilities function normally. The room temperature is easy to adjust, and the receptionist is responsive and alert. The receptionist service can be accessed via the bobobox application, so you don't need to go in and out of the room. Oh, one thing I really like here. The toilets and showers for male and female guests are separated. So, you don't need to worry about anything. Hehehe. Gallon water is provided, so we just bring a bottle and refill it. Don't forget to bring your cellphone every time you leave the pod (even if it's just to go to the toilet, OK) because access to the pod is via the QR code in the Bobobox application.  so far, i like bobobox. 💕",2 years,Bobopod Tanah Abang Jakarta,"pods bobobox pertama yang kusinggahi ya di sini. pas masuk gedungnya agak meragukan, soalnya kayak bangunan kosong dan sepi saja begitu. tapi, pas sampai di lantai 3, lokasi bobobox-nya, super nyaman sih.  ada ruang ngumpul2 dengan kantin mininya. sepatu enggak boleh masuk kamar, harus disimpan di loker. enggak boleh makan di dalam pods/kamar.  aku coba yang single sky bed. ruang untuk berdiri, becermin, naik-turun kasurnya sempit banget, super duper ngepas dengan ukuran pintu. susah deh pas mau keluar dan masuknya.  kasurnya nyaman, semua fasilitas berfungsi normal. suhu ruangan dan diatur dengan mudah, dan resepsionisnya tanggap serta sigap. layanan resepsionis dapat dijangkau melalui aplikasi bobobox-nya ya, jadi enggak perlu keluar-masuk kamar.  oh 1 hal yang sangat aku suka di sini. toilet dan ruang shower untuk tamu perempuan dan laki-lakinya dipisah loh. jadi, enggak perlu khawatir gimana2 begitu. hehehe.  air galon disediakan, jadi kita tinggal bawa botol, terus isi ulang deh.  jangan lupa bawa ponsel setiap keluar pods (walaupun cuma ke toilet ya) karena akses masuk podsnya lewat qr code dalam aplikasi bobobox-nya.  so far, i like bobobox. 💕"
Pamela Anggreyani,4.0,What are the requirements? Is it free?,2 years,Bobopod Tanah Abang Jakarta,ini persyaratan nya apa saja apakah bebas?
Sinar adrikni Adv,5.0,cheap hotels,2 years,Bobopod Tanah Abang Jakarta,hotel murah
Yosef Mardani,5.0,good place,2 years,Bobopod Tanah Abang Jakarta,good place
Bung Dominic,5.0,good servicess,2 years,Bobopod Tanah Abang Jakarta,good servicess
Khoirur Roziqin,4.0,"great. .clean, neat, modern. . .will come back again if I go to Jakarta",2 years,Bobopod Tanah Abang Jakarta,mantap .  .bersih rapi modern. . . akan balik lagi kalo kejakarta
William Angtony,5.0,"clean pods, high speed internet",2 years,Bobopod Tanah Abang Jakarta,"clean pods, high speed internet"
Andramica Priastyo,5.0,"cozy place for a quick stay. the bathrooms are clean. the rooms are futuristic with adjustable lights and speakers from the mobile app. there are also common spaces for working, having meals, and hanging out. there is also a musholla for prayers on the 5th floor. they also provide drinking water ini each 3rd and 5th floor. definitely will stay here again when i'sama having days of trip nearby.",2 years,Bobopod Tanah Abang Jakarta,"cozy place for a quick stay. the bathrooms are clean. the rooms are futuristic with adjustable lights and speakers from the mobile app. there are also common spaces for working, having meals, and hanging out. there is also a musholla for prayers on the 5th floor. they also provide drinking water ini each 3rd and 5th floor. definitely will stay here again when i'sama having days of trip nearby."
Rival Aska,3.0,can I do it with my boyfriend or not? 5 stars after answering,2 years,Bobopod Tanah Abang Jakarta,bisa sama pacar enggak ya bintang 5 setelah di jawab
Jovina febe,5.0,cool clean friendly staff when I went there the bathroom was broken so I had to queue 🤗 or to the 5th floor the guests seemed like many were staying for a long time (someone brought a child was very friendly I came confused he asked for the room number then had trouble opening the door he helped me eh found me in the pantry looking for a glass was served again given information already like an employee that sister who brought a baby seemed like she stayed there for a long time) 🤗. good lah from all of them only min the bathroom at that time 🤪,2 years,Bobopod Tanah Abang Jakarta,keren bersih karyawan nya ramah  waktu ke sana kamar mandi nya rusak jadi harus antri 🤗 atau ke lantai 5  tamu nya seperti banyak yang stay lama (ada yang bawa anak ramah banget saya datang kebingungan dia tanya no kamar terus kesusahan buka pintu di bantuin eh  ketemu di pantry mencari gelas di layanin lagi di kasih info sudah kayak pegawai saja itu sih kakak yang bawa baby sepertinya dia lama stay disitu) 🤗. good lah dari semua cuman min kamar mandi saat itu 🤪
rd syarani,5.0,"strategic location, close to starbucks, kfc, chatime, indomaret & alfamart. the bed is clean and sterile and relatively safe. enter the room and space using the application, use qr, suitable for staying with a limited budget",2 years,Bobopod Tanah Abang Jakarta,"tempat strategis, dekat dengan starbucks, kfc, chatime, indomaret & alfamart.  tempat tidurnya bersih dan steril serta relarif aman.  masuk kamar dan ruangan pakai aplikasi, pakai qr, cocok untuk nginep dengan budget terbatas"
Agnesti maulani,5.0,"have stayed here several times, spacious parking, bobobox lobby is on the 3rd floor, the last time I came here, finally there is a refill-free water dispenser in front of the pods entrance & in the pantry, because previously there was none. clean toilet, clean shower room, fragrant and clean towels & linen too. around there is a lot of food, friendly and responsive staff. btw for telkomsel users can exchange points to get a 35rb discount on booking bobobox so it's more economical. the downside at bobobox tanah abang. no view. no windows are completely closed.",2 years,Bobopod Tanah Abang Jakarta,"sudah beberapa kali stay disini, parkir luas, lobby bobobox ada di lantai 3, terakhir kesini akhirnya sudah ada dispenser air yang bebas reffil di depan pintu masuk pods  & di pantry, karena sebelum-sebelumnya enggak ada. toilet bersih, shower room bersih, handuk & linen wangi dan bersih juga. disekitar ada banyak makanan, staff ramah dan cepat tanggap. btw untuk pengguna telkomsel bisa tuker point untuk dptin disc 35rb booking bobobox jadi lebih hemat. minusnya di bobobox tanah abang. no view. enggak ada jendela benar-benar tertutup."
Hendri Tama,3.0,the reception is not good,2 years,Bobopod Tanah Abang Jakarta,the reception is not good
Fat-han,5.0,"the place is comfortable, quite close to various places to eat and minimarkets, quite close to Gambir station and vital buildings there",2 years,Bobopod Tanah Abang Jakarta,"tempatnya nyaman, cukup dekat dengan berbagai macam tempat makan dan minimarket, cukup dekat dengan stasiun gambir dan bangunan vital disana"
Risma RS,5.0,"go up to the 3rd floor, the prayer room is on the 5th floor. like other branches, it always makes you comfortable. easy access to places to eat, not far from KFC, McDonald's, etc.",2 years,Bobopod Tanah Abang Jakarta,"naik ke lantai 3, musola ada di lt5. seperti cabang lainnya selalu buat nyaman. akses ke tempat makan gampang, gajauh dari kfc mcd dll"
Sitia Lestari,4.0,"the real definition of budget hotel. the room is on budget, which means, it's more like a box rather than a room. the plus point is that the box lights can be set to colorful and quite instagrammable. the bed is also on budget, which means, a regular foam mattress. but it's still comfortable to sleep on. the toilet is a shared toilet, guys. i'm okay with that but some are not. again, the real definition of budget hotel. there's one thing that makes it nice. the location is very strategic. hungry? just go to cafeteria. need coffee? just go to setarbak. need to shop for trinkets? there are many supermarkets around. yes, it's a budget hotel but it's enough for lazy people who love staycations like me.",2 years,Bobopod Tanah Abang Jakarta,"the real definition of budget hotel.  roomnya on budget, which means, it's more like a box rather tahan a room. poin plusnya adalah lampu-lampu boxnya bisa disetting warna warni dan cukup instagramable.  bednya juga on budget, which means, kasur busa biasa. tapi tetap nayaman kok untuk ditidurin.  toiletnya toilet bersama ya gaes. i'sama okay with that but some are not.  again, the real definition of budget hotel.  ada satu hal yang bikin enak. lokasinya strategis banget.  laper? langsung ke kaefsi saja.  butuh ngopi? langsung ke setarbak saja.  butuh belanja perintilan? swalayan banyak di sekitarnya.  yes, it's a budget hotel but it's enough for kaum mager pecinta staycation kayak aku ini."
Ira Indriani,5.0,"From the outside, the building looks like the Bronx, but when you enter, it's like a clean and neat Bobobox. there is a kfc in front so it's easy to find food. close to the city center. during covid every check you get vitamins.",2 years,Bobopod Tanah Abang Jakarta,"dar8 luar agak bronx ya gedungnya, tapi pas masuk ya kayak bobobox yang bersih dam rapi. depannya ada kfc jadi gampang cari makan. dekat dengan pusat kota. selama covid tiap check ini dapat vitamin."
Gagah Merudanda,5.0,"here is a hotel with a practical, simple and affordable concept. the room is provided with a bed and a monitor that functions to set the lights, speakers and door locks. te rapat bathroom outside which is always kept clean. to maintain the cleanliness of the hotel we are required to change special sandals and eat in certain areas.",2 years,Bobopod Tanah Abang Jakarta,"disini merupakan hotel dengan konsep praktis, simple dan affordable. ruangan disediakan kasur dan monitor yang berfungsi untuk setting lampu, speaker dan kunci pintu. te rapat kamar mandi di luar yang terlihat selalu di jaga kebersihannya.  untuk menjaga kebersihan hotel kita diharuskan untuk mengganti sendal khusus dan makan di area tertentu."
Ariztra Arif,5.0,comfy and cozy for a lone wolf traveler 😁 …,2 years,Bobopod Tanah Abang Jakarta,comfy and cozy for a lone wolf traveler 😁 …
